country,indicator,date,value,period
russia,inflation-cpi,2018-02-01,2.18,monthly
russia,inflation-cpi,2018-03-01,2.34,monthly
russia,inflation-cpi,2018-04-01,2.4,monthly
russia,inflation-cpi,2018-05-01,2.41,monthly
russia,inflation-cpi,2018-06-01,2.27,monthly
russia,inflation-cpi,2018-07-01,2.51,monthly
russia,inflation-cpi,2018-08-01,3.07,monthly
russia,inflation-cpi,2018-09-01,3.37,monthly
russia,inflation-cpi,2018-10-01,3.54,monthly
russia,inflation-cpi,2018-11-01,3.83,monthly
russia,inflation-cpi,2018-12-01,4.26,monthly
russia,inflation-cpi,2019-01-01,4.97,monthly
russia,inflation-cpi,2019-02-01,5.23,monthly
russia,inflation-cpi,2019-03-01,5.25,monthly
russia,inflation-cpi,2019-04-01,5.16,monthly
russia,inflation-cpi,2019-05-01,5.13,monthly
russia,inflation-cpi,2019-06-01,4.67,monthly
russia,inflation-cpi,2019-07-01,4.57,monthly
russia,inflation-cpi,2019-08-01,4.31,monthly
russia,inflation-cpi,2019-09-01,4,monthly
russia,inflation-cpi,2019-10-01,3.76,monthly
russia,inflation-cpi,2019-11-01,3.54,monthly
russia,inflation-cpi,2019-12-01,3.04,monthly
russia,inflation-cpi,2020-01-01,2.43,monthly
russia,inflation-cpi,2020-02-01,2.3,monthly
russia,inflation-cpi,2020-03-01,2.55,monthly
russia,inflation-cpi,2020-04-01,3.1,monthly
russia,inflation-cpi,2020-05-01,3.02,monthly
russia,inflation-cpi,2020-06-01,3.21,monthly
russia,inflation-cpi,2020-07-01,3.37,monthly
russia,inflation-cpi,2020-08-01,3.58,monthly
russia,inflation-cpi,2020-09-01,3.67,monthly
russia,inflation-cpi,2020-10-01,3.99,monthly
russia,inflation-cpi,2020-11-01,4.42,monthly
russia,inflation-cpi,2020-12-01,4.91,monthly
russia,inflation-cpi,2021-01-01,5.19,monthly
russia,inflation-cpi,2021-02-01,5.67,monthly
russia,inflation-cpi,2021-03-01,5.79,monthly
russia,inflation-cpi,2021-04-01,5.53,monthly
russia,inflation-cpi,2021-05-01,6.02,monthly
russia,inflation-cpi,2021-06-01,6.5,monthly
russia,inflation-cpi,2021-07-01,6.5,monthly
russia,inflation-cpi,2021-08-01,6.68,monthly
russia,inflation-cpi,2021-09-01,7.4,monthly
russia,inflation-cpi,2021-10-01,8.13,monthly
russia,inflation-cpi,2021-11-01,8.4,monthly
russia,inflation-cpi,2021-12-01,8.39,monthly
russia,inflation-cpi,2022-01-01,8.73,monthly
russia,inflation-cpi,2022-02-01,9.2,monthly
russia,inflation-cpi,2022-03-01,16.7,monthly
russia,inflation-cpi,2022-04-01,17.8,monthly
russia,inflation-cpi,2022-05-01,17.1,monthly
russia,inflation-cpi,2022-06-01,15.9,monthly
russia,inflation-cpi,2022-07-01,15.1,monthly
russia,inflation-cpi,2022-08-01,14.3,monthly
russia,inflation-cpi,2022-09-01,13.7,monthly
russia,inflation-cpi,2022-10-01,12.6,monthly
russia,inflation-cpi,2022-11-01,12,monthly
russia,inflation-cpi,2022-12-01,11.9,monthly
russia,inflation-cpi,2023-01-01,11.8,monthly
russia,inflation-cpi,2023-02-01,11,monthly
russia,inflation-cpi,2023-03-01,3.5,monthly
russia,inflation-cpi,2023-04-01,2.3,monthly
russia,inflation-cpi,2023-05-01,2.5,monthly
russia,inflation-cpi,2023-06-01,3.3,monthly
russia,inflation-cpi,2023-07-01,4.3,monthly
russia,inflation-cpi,2023-08-01,5.2,monthly
russia,inflation-cpi,2023-09-01,6,monthly
russia,inflation-cpi,2023-10-01,6.7,monthly
russia,inflation-cpi,2023-11-01,7.5,monthly
russia,inflation-cpi,2023-12-01,7.4,monthly
russia,inflation-cpi,2024-01-01,7.4,monthly
russia,inflation-cpi,2024-02-01,7.7,monthly
russia,inflation-cpi,2024-03-01,7.7,monthly
russia,inflation-cpi,2024-04-01,7.8,monthly
russia,inflation-cpi,2024-05-01,8.3,monthly
russia,inflation-cpi,2024-06-01,8.6,monthly
russia,inflation-cpi,NA,Aug 2015 15.75%,monthly
russia,inflation-cpi,NA,Aug 2008 15.01%,monthly
russia,inflation-cpi,NA,Aug 2006 9.58%,monthly
mexico,inflation-cpi,1998-07-01,15.41,monthly
mexico,inflation-cpi,1998-08-01,15.5,monthly
mexico,inflation-cpi,1998-09-01,15.92,monthly
mexico,inflation-cpi,1998-10-01,16.65,monthly
mexico,inflation-cpi,1998-11-01,17.41,monthly
mexico,inflation-cpi,1998-12-01,18.61,monthly
mexico,inflation-cpi,1999-01-01,19.01,monthly
mexico,inflation-cpi,1999-02-01,18.54,monthly
mexico,inflation-cpi,1999-03-01,18.26,monthly
mexico,inflation-cpi,1999-04-01,18.23,monthly
mexico,inflation-cpi,1999-05-01,18.01,monthly
mexico,inflation-cpi,1999-06-01,17.39,monthly
mexico,inflation-cpi,1999-07-01,17.04,monthly
mexico,inflation-cpi,1999-08-01,16.58,monthly
mexico,inflation-cpi,1999-09-01,15.83,monthly
mexico,inflation-cpi,1999-10-01,14.91,monthly
mexico,inflation-cpi,1999-11-01,13.92,monthly
mexico,inflation-cpi,1999-12-01,12.32,monthly
mexico,inflation-cpi,2000-01-01,11.02,monthly
mexico,inflation-cpi,2000-02-01,10.52,monthly
mexico,inflation-cpi,2000-03-01,10.11,monthly
mexico,inflation-cpi,2000-04-01,9.73,monthly
mexico,inflation-cpi,2000-05-01,9.48,monthly
mexico,inflation-cpi,2000-06-01,9.41,monthly
mexico,inflation-cpi,2000-07-01,9.12,monthly
mexico,inflation-cpi,2000-08-01,9.1,monthly
mexico,inflation-cpi,2000-09-01,8.85,monthly
mexico,inflation-cpi,2000-10-01,8.91,monthly
mexico,inflation-cpi,2000-11-01,8.87,monthly
mexico,inflation-cpi,2000-12-01,8.96,monthly
mexico,inflation-cpi,2001-01-01,8.11,monthly
mexico,inflation-cpi,2001-02-01,7.09,monthly
mexico,inflation-cpi,2001-03-01,7.17,monthly
mexico,inflation-cpi,2001-04-01,7.11,monthly
mexico,inflation-cpi,2001-05-01,6.95,monthly
mexico,inflation-cpi,2001-06-01,6.57,monthly
mexico,inflation-cpi,2001-07-01,5.88,monthly
mexico,inflation-cpi,2001-08-01,5.93,monthly
mexico,inflation-cpi,2001-09-01,6.14,monthly
mexico,inflation-cpi,2001-10-01,5.89,monthly
mexico,inflation-cpi,2001-11-01,5.39,monthly
mexico,inflation-cpi,2001-12-01,4.4,monthly
mexico,inflation-cpi,2002-01-01,4.79,monthly
mexico,inflation-cpi,2002-02-01,4.79,monthly
mexico,inflation-cpi,2002-03-01,4.66,monthly
mexico,inflation-cpi,2002-04-01,4.7,monthly
mexico,inflation-cpi,2002-05-01,4.68,monthly
mexico,inflation-cpi,2002-06-01,4.94,monthly
mexico,inflation-cpi,2002-07-01,5.51,monthly
mexico,inflation-cpi,2002-08-01,5.29,monthly
mexico,inflation-cpi,2002-09-01,4.95,monthly
mexico,inflation-cpi,2002-10-01,4.94,monthly
mexico,inflation-cpi,2002-11-01,5.39,monthly
mexico,inflation-cpi,2002-12-01,5.7,monthly
mexico,inflation-cpi,2003-01-01,5.16,monthly
mexico,inflation-cpi,2003-02-01,5.52,monthly
mexico,inflation-cpi,2003-03-01,5.64,monthly
mexico,inflation-cpi,2003-04-01,5.25,monthly
mexico,inflation-cpi,2003-05-01,4.7,monthly
mexico,inflation-cpi,2003-06-01,4.27,monthly
mexico,inflation-cpi,2003-07-01,4.13,monthly
mexico,inflation-cpi,2003-08-01,4.04,monthly
mexico,inflation-cpi,2003-09-01,4.04,monthly
mexico,inflation-cpi,2003-10-01,3.96,monthly
mexico,inflation-cpi,2003-11-01,3.98,monthly
mexico,inflation-cpi,2003-12-01,3.98,monthly
mexico,inflation-cpi,2004-01-01,4.2,monthly
mexico,inflation-cpi,2004-02-01,4.53,monthly
mexico,inflation-cpi,2004-03-01,4.23,monthly
mexico,inflation-cpi,2004-04-01,4.21,monthly
mexico,inflation-cpi,2004-05-01,4.29,monthly
mexico,inflation-cpi,2004-06-01,4.37,monthly
mexico,inflation-cpi,2004-07-01,4.49,monthly
mexico,inflation-cpi,2004-08-01,4.82,monthly
mexico,inflation-cpi,2004-09-01,5.06,monthly
mexico,inflation-cpi,2004-10-01,5.4,monthly
mexico,inflation-cpi,2004-11-01,5.43,monthly
mexico,inflation-cpi,2004-12-01,5.19,monthly
mexico,inflation-cpi,2005-01-01,4.54,monthly
mexico,inflation-cpi,2005-02-01,4.27,monthly
mexico,inflation-cpi,2005-03-01,4.39,monthly
mexico,inflation-cpi,2005-04-01,4.6,monthly
mexico,inflation-cpi,2005-05-01,4.6,monthly
mexico,inflation-cpi,2005-06-01,4.33,monthly
mexico,inflation-cpi,2005-07-01,4.47,monthly
mexico,inflation-cpi,2005-08-01,3.95,monthly
mexico,inflation-cpi,2005-09-01,3.51,monthly
mexico,inflation-cpi,2005-10-01,3.05,monthly
mexico,inflation-cpi,2005-11-01,2.91,monthly
mexico,inflation-cpi,2005-12-01,3.33,monthly
mexico,inflation-cpi,2006-01-01,3.94,monthly
mexico,inflation-cpi,2006-02-01,3.75,monthly
mexico,inflation-cpi,2006-03-01,3.41,monthly
mexico,inflation-cpi,2006-04-01,3.2,monthly
mexico,inflation-cpi,2006-05-01,3,monthly
mexico,inflation-cpi,2006-06-01,3.18,monthly
mexico,inflation-cpi,2006-07-01,3.06,monthly
mexico,inflation-cpi,2006-08-01,3.47,monthly
mexico,inflation-cpi,2006-09-01,4.09,monthly
mexico,inflation-cpi,2006-10-01,4.29,monthly
mexico,inflation-cpi,2006-11-01,4.09,monthly
mexico,inflation-cpi,2006-12-01,4.05,monthly
mexico,inflation-cpi,2007-01-01,3.98,monthly
mexico,inflation-cpi,2007-02-01,4.11,monthly
mexico,inflation-cpi,2007-03-01,4.21,monthly
mexico,inflation-cpi,2007-04-01,3.99,monthly
mexico,inflation-cpi,2007-05-01,3.95,monthly
mexico,inflation-cpi,2007-06-01,3.98,monthly
mexico,inflation-cpi,2007-07-01,4.14,monthly
mexico,inflation-cpi,2007-08-01,4.03,monthly
mexico,inflation-cpi,2007-09-01,3.79,monthly
mexico,inflation-cpi,2007-10-01,3.74,monthly
mexico,inflation-cpi,2007-11-01,3.93,monthly
mexico,inflation-cpi,2007-12-01,3.76,monthly
mexico,inflation-cpi,2008-01-01,3.7,monthly
mexico,inflation-cpi,2008-02-01,3.72,monthly
mexico,inflation-cpi,2008-03-01,4.25,monthly
mexico,inflation-cpi,2008-04-01,4.55,monthly
mexico,inflation-cpi,2008-05-01,4.95,monthly
mexico,inflation-cpi,2008-06-01,5.26,monthly
mexico,inflation-cpi,2008-07-01,5.39,monthly
mexico,inflation-cpi,2008-08-01,5.57,monthly
mexico,inflation-cpi,2008-09-01,5.47,monthly
mexico,inflation-cpi,2008-10-01,5.78,monthly
mexico,inflation-cpi,2008-11-01,6.23,monthly
mexico,inflation-cpi,2008-12-01,6.53,monthly
mexico,inflation-cpi,2009-01-01,6.28,monthly
mexico,inflation-cpi,2009-02-01,6.2,monthly
mexico,inflation-cpi,2009-03-01,6.04,monthly
mexico,inflation-cpi,2009-04-01,6.17,monthly
mexico,inflation-cpi,2009-05-01,5.98,monthly
mexico,inflation-cpi,2009-06-01,5.74,monthly
mexico,inflation-cpi,2009-07-01,5.44,monthly
mexico,inflation-cpi,2009-08-01,5.08,monthly
mexico,inflation-cpi,2009-09-01,4.89,monthly
mexico,inflation-cpi,2009-10-01,4.5,monthly
mexico,inflation-cpi,2009-11-01,3.86,monthly
mexico,inflation-cpi,2009-12-01,3.57,monthly
mexico,inflation-cpi,2010-01-01,4.46,monthly
mexico,inflation-cpi,2010-02-01,4.83,monthly
mexico,inflation-cpi,2010-03-01,4.97,monthly
mexico,inflation-cpi,2010-04-01,4.27,monthly
mexico,inflation-cpi,2010-05-01,3.92,monthly
mexico,inflation-cpi,2010-06-01,3.69,monthly
mexico,inflation-cpi,2010-07-01,3.64,monthly
mexico,inflation-cpi,2010-08-01,3.68,monthly
mexico,inflation-cpi,2010-09-01,3.76,monthly
mexico,inflation-cpi,2010-10-01,4.02,monthly
mexico,inflation-cpi,2010-11-01,4.32,monthly
mexico,inflation-cpi,2010-12-01,4.4,monthly
mexico,inflation-cpi,2011-01-01,3.78,monthly
mexico,inflation-cpi,2011-02-01,3.57,monthly
mexico,inflation-cpi,2011-03-01,3.04,monthly
mexico,inflation-cpi,2011-04-01,3.36,monthly
mexico,inflation-cpi,2011-05-01,3.25,monthly
mexico,inflation-cpi,2011-06-01,3.28,monthly
mexico,inflation-cpi,2011-07-01,3.55,monthly
mexico,inflation-cpi,2011-08-01,3.42,monthly
mexico,inflation-cpi,2011-09-01,3.14,monthly
mexico,inflation-cpi,2011-10-01,3.2,monthly
mexico,inflation-cpi,2011-11-01,3.48,monthly
mexico,inflation-cpi,2011-12-01,3.82,monthly
mexico,inflation-cpi,2012-01-01,4.5,monthly
mexico,inflation-cpi,2012-02-01,3.87,monthly
mexico,inflation-cpi,2012-03-01,3.73,monthly
mexico,inflation-cpi,2012-04-01,3.41,monthly
mexico,inflation-cpi,2012-05-01,3.85,monthly
mexico,inflation-cpi,2012-06-01,4.34,monthly
mexico,inflation-cpi,2012-07-01,4.42,monthly
mexico,inflation-cpi,2012-08-01,4.57,monthly
mexico,inflation-cpi,2012-09-01,4.77,monthly
mexico,inflation-cpi,2012-10-01,4.6,monthly
mexico,inflation-cpi,2012-11-01,4.18,monthly
mexico,inflation-cpi,2012-12-01,3.57,monthly
mexico,inflation-cpi,2013-01-01,3.25,monthly
mexico,inflation-cpi,2013-02-01,3.55,monthly
mexico,inflation-cpi,2013-03-01,4.25,monthly
mexico,inflation-cpi,2013-04-01,4.65,monthly
mexico,inflation-cpi,2013-05-01,4.63,monthly
mexico,inflation-cpi,2013-06-01,4.09,monthly
mexico,inflation-cpi,2013-07-01,3.47,monthly
mexico,inflation-cpi,2013-08-01,3.46,monthly
mexico,inflation-cpi,2013-09-01,3.39,monthly
mexico,inflation-cpi,2013-10-01,3.36,monthly
mexico,inflation-cpi,2013-11-01,3.62,monthly
mexico,inflation-cpi,2013-12-01,3.97,monthly
mexico,inflation-cpi,2014-01-01,4.48,monthly
mexico,inflation-cpi,2014-02-01,4.23,monthly
mexico,inflation-cpi,2014-03-01,3.76,monthly
mexico,inflation-cpi,2014-04-01,3.5,monthly
mexico,inflation-cpi,2014-05-01,3.51,monthly
mexico,inflation-cpi,2014-06-01,3.75,monthly
mexico,inflation-cpi,2014-07-01,4.07,monthly
mexico,inflation-cpi,2014-08-01,4.15,monthly
mexico,inflation-cpi,2014-09-01,4.22,monthly
mexico,inflation-cpi,2014-10-01,4.3,monthly
mexico,inflation-cpi,2014-11-01,4.17,monthly
mexico,inflation-cpi,2014-12-01,4.08,monthly
mexico,inflation-cpi,2015-01-01,3.07,monthly
mexico,inflation-cpi,2015-02-01,3,monthly
mexico,inflation-cpi,2015-03-01,3.14,monthly
mexico,inflation-cpi,2015-04-01,3.06,monthly
mexico,inflation-cpi,2015-05-01,2.88,monthly
mexico,inflation-cpi,2015-06-01,2.87,monthly
mexico,inflation-cpi,2015-07-01,2.74,monthly
mexico,inflation-cpi,2015-08-01,2.59,monthly
mexico,inflation-cpi,2015-09-01,2.52,monthly
mexico,inflation-cpi,2015-10-01,2.48,monthly
mexico,inflation-cpi,2015-11-01,2.21,monthly
mexico,inflation-cpi,2015-12-01,2.13,monthly
mexico,inflation-cpi,2016-01-01,2.61,monthly
mexico,inflation-cpi,2016-02-01,2.87,monthly
mexico,inflation-cpi,2016-03-01,2.6,monthly
mexico,inflation-cpi,2016-04-01,2.54,monthly
mexico,inflation-cpi,2016-05-01,2.6,monthly
mexico,inflation-cpi,2016-06-01,2.54,monthly
mexico,inflation-cpi,2016-07-01,2.65,monthly
mexico,inflation-cpi,2016-08-01,2.73,monthly
mexico,inflation-cpi,2016-09-01,2.97,monthly
mexico,inflation-cpi,2016-10-01,3.06,monthly
mexico,inflation-cpi,2016-11-01,3.31,monthly
mexico,inflation-cpi,2016-12-01,3.36,monthly
mexico,inflation-cpi,2017-01-01,4.72,monthly
mexico,inflation-cpi,2017-02-01,4.86,monthly
mexico,inflation-cpi,2017-03-01,5.35,monthly
mexico,inflation-cpi,2017-04-01,5.82,monthly
mexico,inflation-cpi,2017-05-01,6.16,monthly
mexico,inflation-cpi,2017-06-01,6.31,monthly
mexico,inflation-cpi,2017-07-01,6.44,monthly
mexico,inflation-cpi,2017-08-01,6.66,monthly
mexico,inflation-cpi,2017-09-01,6.35,monthly
mexico,inflation-cpi,2017-10-01,6.37,monthly
mexico,inflation-cpi,2017-11-01,6.63,monthly
mexico,inflation-cpi,2017-12-01,6.77,monthly
mexico,inflation-cpi,2018-01-01,5.55,monthly
mexico,inflation-cpi,2018-02-01,5.34,monthly
mexico,inflation-cpi,2018-03-01,5.04,monthly
mexico,inflation-cpi,2018-04-01,4.55,monthly
mexico,inflation-cpi,2018-05-01,4.51,monthly
mexico,inflation-cpi,2018-06-01,4.65,monthly
mexico,inflation-cpi,2018-07-01,4.81,monthly
mexico,inflation-cpi,2018-08-01,4.9,monthly
mexico,inflation-cpi,2018-09-01,5.02,monthly
mexico,inflation-cpi,2018-10-01,4.9,monthly
mexico,inflation-cpi,2018-11-01,4.72,monthly
mexico,inflation-cpi,2018-12-01,4.83,monthly
mexico,inflation-cpi,2019-01-01,4.37,monthly
mexico,inflation-cpi,2019-02-01,3.94,monthly
mexico,inflation-cpi,2019-03-01,4,monthly
mexico,inflation-cpi,2019-04-01,4.41,monthly
mexico,inflation-cpi,2019-05-01,4.28,monthly
mexico,inflation-cpi,2019-06-01,3.95,monthly
mexico,inflation-cpi,2019-07-01,3.78,monthly
mexico,inflation-cpi,2019-08-01,3.16,monthly
mexico,inflation-cpi,2019-09-01,3,monthly
mexico,inflation-cpi,2019-10-01,3.02,monthly
mexico,inflation-cpi,2019-11-01,2.97,monthly
mexico,inflation-cpi,2019-12-01,2.83,monthly
mexico,inflation-cpi,2020-01-01,3.24,monthly
mexico,inflation-cpi,2020-02-01,3.7,monthly
mexico,inflation-cpi,2020-03-01,3.25,monthly
mexico,inflation-cpi,2020-04-01,2.15,monthly
mexico,inflation-cpi,2020-05-01,2.84,monthly
mexico,inflation-cpi,2020-06-01,3.33,monthly
mexico,inflation-cpi,2020-07-01,3.62,monthly
mexico,inflation-cpi,2020-08-01,4.05,monthly
mexico,inflation-cpi,2020-09-01,4.01,monthly
mexico,inflation-cpi,2020-10-01,4.09,monthly
mexico,inflation-cpi,2020-11-01,3.33,monthly
mexico,inflation-cpi,2020-12-01,3.15,monthly
mexico,inflation-cpi,2021-01-01,3.54,monthly
mexico,inflation-cpi,2021-02-01,3.76,monthly
mexico,inflation-cpi,2021-03-01,4.67,monthly
mexico,inflation-cpi,2021-04-01,6.08,monthly
mexico,inflation-cpi,2021-05-01,5.89,monthly
mexico,inflation-cpi,2021-06-01,5.88,monthly
mexico,inflation-cpi,2021-07-01,5.81,monthly
mexico,inflation-cpi,2021-08-01,5.59,monthly
mexico,inflation-cpi,2021-09-01,6,monthly
mexico,inflation-cpi,2021-10-01,6.24,monthly
mexico,inflation-cpi,2021-11-01,7.37,monthly
mexico,inflation-cpi,2021-12-01,7.36,monthly
mexico,inflation-cpi,2022-01-01,7.07,monthly
mexico,inflation-cpi,2022-02-01,7.28,monthly
mexico,inflation-cpi,2022-03-01,7.45,monthly
mexico,inflation-cpi,2022-04-01,7.68,monthly
mexico,inflation-cpi,2022-05-01,7.65,monthly
mexico,inflation-cpi,2022-06-01,7.99,monthly
mexico,inflation-cpi,2022-07-01,8.15,monthly
mexico,inflation-cpi,2022-08-01,8.7,monthly
mexico,inflation-cpi,2022-09-01,8.7,monthly
mexico,inflation-cpi,2022-10-01,8.41,monthly
mexico,inflation-cpi,2022-11-01,7.8,monthly
mexico,inflation-cpi,2022-12-01,7.82,monthly
mexico,inflation-cpi,2023-01-01,7.91,monthly
mexico,inflation-cpi,2023-02-01,7.62,monthly
mexico,inflation-cpi,2023-03-01,6.85,monthly
mexico,inflation-cpi,2023-04-01,6.25,monthly
mexico,inflation-cpi,2023-05-01,5.84,monthly
mexico,inflation-cpi,2023-06-01,5.06,monthly
mexico,inflation-cpi,2023-07-01,4.79,monthly
mexico,inflation-cpi,2023-08-01,4.64,monthly
mexico,inflation-cpi,2023-09-01,4.45,monthly
mexico,inflation-cpi,2023-10-01,4.26,monthly
mexico,inflation-cpi,2023-11-01,4.32,monthly
mexico,inflation-cpi,2023-12-01,4.66,monthly
mexico,inflation-cpi,2024-01-01,4.88,monthly
mexico,inflation-cpi,2024-02-01,4.4,monthly
mexico,inflation-cpi,2024-03-01,4.42,monthly
mexico,inflation-cpi,2024-04-01,4.65,monthly
mexico,inflation-cpi,2024-05-01,4.69,monthly
mexico,inflation-cpi,2024-06-01,4.98,monthly
australia,inflation-cpi,1997-10-01,-0.3,quarterly
australia,inflation-cpi,1998-01-01,-0.1,quarterly
australia,inflation-cpi,1998-04-01,0.7,quarterly
australia,inflation-cpi,1998-07-01,1.4,quarterly
australia,inflation-cpi,1998-10-01,1.5,quarterly
australia,inflation-cpi,1999-01-01,1.2,quarterly
australia,inflation-cpi,1999-04-01,1,quarterly
australia,inflation-cpi,1999-07-01,1.8,quarterly
australia,inflation-cpi,1999-10-01,1.9,quarterly
australia,inflation-cpi,2000-01-01,2.8,quarterly
australia,inflation-cpi,2000-04-01,3.1,quarterly
australia,inflation-cpi,2000-07-01,6.1,quarterly
australia,inflation-cpi,2000-10-01,3.3,quarterly
australia,inflation-cpi,2001-01-01,2.5,quarterly
australia,inflation-cpi,2001-04-01,2.1,quarterly
australia,inflation-cpi,2001-07-01,1.8,quarterly
australia,inflation-cpi,2001-10-01,2.9,quarterly
australia,inflation-cpi,2002-01-01,4.3,quarterly
australia,inflation-cpi,2002-04-01,4.4,quarterly
australia,inflation-cpi,2002-07-01,5,quarterly
australia,inflation-cpi,2002-10-01,3.7,quarterly
australia,inflation-cpi,2003-01-01,2.4,quarterly
australia,inflation-cpi,2003-04-01,1.4,quarterly
australia,inflation-cpi,2003-07-01,1.2,quarterly
australia,inflation-cpi,2003-10-01,3.3,quarterly
australia,inflation-cpi,2004-01-01,2.5,quarterly
australia,inflation-cpi,2004-04-01,2.1,quarterly
australia,inflation-cpi,2004-07-01,1.8,quarterly
australia,inflation-cpi,2004-10-01,2.9,quarterly
australia,inflation-cpi,2005-01-01,4.3,quarterly
australia,inflation-cpi,2005-04-01,4.4,quarterly
australia,inflation-cpi,2005-07-01,5,quarterly
australia,inflation-cpi,2005-10-01,3.7,quarterly
australia,inflation-cpi,2006-01-01,2.4,quarterly
australia,inflation-cpi,2006-04-01,1.4,quarterly
australia,inflation-cpi,2006-07-01,1.2,quarterly
australia,inflation-cpi,2006-10-01,2.1,quarterly
australia,inflation-cpi,2007-01-01,2.9,quarterly
australia,inflation-cpi,2007-04-01,3.1,quarterly
australia,inflation-cpi,2007-07-01,2.9,quarterly
australia,inflation-cpi,2007-10-01,2.8,quarterly
australia,inflation-cpi,2008-01-01,3.3,quarterly
australia,inflation-cpi,2008-04-01,3.5,quarterly
australia,inflation-cpi,2008-07-01,3.4,quarterly
australia,inflation-cpi,2008-10-01,3,quarterly
australia,inflation-cpi,2009-01-01,1.6,quarterly
australia,inflation-cpi,2009-04-01,1.2,quarterly
australia,inflation-cpi,2009-07-01,2,quarterly
australia,inflation-cpi,2009-10-01,2.1,quarterly
australia,inflation-cpi,2010-01-01,2.9,quarterly
australia,inflation-cpi,2010-04-01,3.1,quarterly
australia,inflation-cpi,2010-07-01,2.9,quarterly
australia,inflation-cpi,2010-10-01,2.8,quarterly
australia,inflation-cpi,2011-01-01,3.3,quarterly
australia,inflation-cpi,2011-04-01,3.5,quarterly
australia,inflation-cpi,2011-07-01,3.4,quarterly
australia,inflation-cpi,2011-10-01,3,quarterly
australia,inflation-cpi,2012-01-01,1.6,quarterly
australia,inflation-cpi,2012-04-01,1.2,quarterly
australia,inflation-cpi,2012-07-01,2,quarterly
australia,inflation-cpi,2012-10-01,2.2,quarterly
australia,inflation-cpi,2013-01-01,2.5,quarterly
australia,inflation-cpi,2013-04-01,2.4,quarterly
australia,inflation-cpi,2013-07-01,2.2,quarterly
australia,inflation-cpi,2013-10-01,2.7,quarterly
australia,inflation-cpi,2014-01-01,2.9,quarterly
australia,inflation-cpi,2014-04-01,3,quarterly
australia,inflation-cpi,2014-07-01,2.3,quarterly
australia,inflation-cpi,2014-10-01,1.7,quarterly
australia,inflation-cpi,2015-01-01,1.3,quarterly
australia,inflation-cpi,2015-04-01,1.5,quarterly
australia,inflation-cpi,2015-07-01,1.5,quarterly
australia,inflation-cpi,2015-10-01,1.7,quarterly
australia,inflation-cpi,2016-01-01,1.3,quarterly
australia,inflation-cpi,2016-04-01,1,quarterly
australia,inflation-cpi,2016-07-01,1.3,quarterly
australia,inflation-cpi,2016-10-01,1.5,quarterly
australia,inflation-cpi,2017-01-01,2.1,quarterly
australia,inflation-cpi,2017-04-01,1.9,quarterly
australia,inflation-cpi,2017-07-01,1.8,quarterly
australia,inflation-cpi,2017-10-01,1.9,quarterly
australia,inflation-cpi,2018-01-01,1.9,quarterly
australia,inflation-cpi,2018-04-01,2.1,quarterly
australia,inflation-cpi,2018-07-01,1.9,quarterly
australia,inflation-cpi,2018-10-01,1.8,quarterly
australia,inflation-cpi,2019-01-01,1.3,quarterly
australia,inflation-cpi,2019-04-01,1.6,quarterly
australia,inflation-cpi,2019-07-01,1.7,quarterly
australia,inflation-cpi,2019-10-01,1.8,quarterly
australia,inflation-cpi,2020-01-01,2.2,quarterly
australia,inflation-cpi,2020-04-01,-0.3,quarterly
australia,inflation-cpi,2020-07-01,0.7,quarterly
australia,inflation-cpi,2020-10-01,0.9,quarterly
australia,inflation-cpi,2021-01-01,1.1,quarterly
australia,inflation-cpi,2021-04-01,3.8,quarterly
australia,inflation-cpi,2021-07-01,3,quarterly
australia,inflation-cpi,2021-10-01,3.5,quarterly
australia,inflation-cpi,2022-01-01,5.1,quarterly
australia,inflation-cpi,2022-04-01,6.1,quarterly
australia,inflation-cpi,2022-07-01,7.3,quarterly
australia,inflation-cpi,2022-10-01,7.8,quarterly
australia,inflation-cpi,2023-01-01,7,quarterly
australia,inflation-cpi,2023-04-01,6,quarterly
australia,inflation-cpi,2023-07-01,5.4,quarterly
australia,inflation-cpi,2023-10-01,4.1,quarterly
australia,inflation-cpi,2024-01-01,3.6,quarterly
south-korea,inflation-cpi,1998-07-01,7.3,monthly
south-korea,inflation-cpi,1998-08-01,6.9,monthly
south-korea,inflation-cpi,1998-09-01,6.9,monthly
south-korea,inflation-cpi,1998-10-01,7.2,monthly
south-korea,inflation-cpi,1998-11-01,6.8,monthly
south-korea,inflation-cpi,1998-12-01,4,monthly
south-korea,inflation-cpi,1999-01-01,1.5,monthly
south-korea,inflation-cpi,1999-02-01,0.2,monthly
south-korea,inflation-cpi,1999-03-01,0.5,monthly
south-korea,inflation-cpi,1999-04-01,0.4,monthly
south-korea,inflation-cpi,1999-05-01,0.8,monthly
south-korea,inflation-cpi,1999-06-01,0.6,monthly
south-korea,inflation-cpi,1999-07-01,0.3,monthly
south-korea,inflation-cpi,1999-08-01,0.9,monthly
south-korea,inflation-cpi,1999-09-01,0.8,monthly
south-korea,inflation-cpi,1999-10-01,1.2,monthly
south-korea,inflation-cpi,1999-11-01,1.4,monthly
south-korea,inflation-cpi,1999-12-01,1.4,monthly
south-korea,inflation-cpi,2000-01-01,1.9,monthly
south-korea,inflation-cpi,2000-02-01,1.8,monthly
south-korea,inflation-cpi,2000-03-01,2.1,monthly
south-korea,inflation-cpi,2000-04-01,1.4,monthly
south-korea,inflation-cpi,2000-05-01,1.1,monthly
