country,indicator,date,value,periodicity
guatemala,inflation-cpi,2013-10-01,2.23,monthly
guatemala,inflation-cpi,2013-11-01,2.51,monthly
guatemala,inflation-cpi,2013-12-01,3.07,monthly
guatemala,inflation-cpi,2014-01-01,4.38,monthly
guatemala,inflation-cpi,2014-02-01,4.27,monthly
guatemala,inflation-cpi,2014-03-01,4.26,monthly
guatemala,inflation-cpi,2014-04-01,4.09,monthly
guatemala,inflation-cpi,2014-05-01,2.55,monthly
guatemala,inflation-cpi,2014-06-01,2.39,monthly
guatemala,inflation-cpi,2014-07-01,2.32,monthly
guatemala,inflation-cpi,2014-08-01,1.96,monthly
guatemala,inflation-cpi,2014-09-01,1.88,monthly
guatemala,inflation-cpi,2014-10-01,2.23,monthly
guatemala,inflation-cpi,2014-11-01,2.51,monthly
guatemala,inflation-cpi,2014-12-01,3.07,monthly
guatemala,inflation-cpi,2015-01-01,4.38,monthly
guatemala,inflation-cpi,2015-02-01,4.27,monthly
guatemala,inflation-cpi,2015-03-01,4.26,monthly
guatemala,inflation-cpi,2015-04-01,4.09,monthly
guatemala,inflation-cpi,2015-05-01,4.36,monthly
guatemala,inflation-cpi,2015-06-01,4.43,monthly
guatemala,inflation-cpi,2015-07-01,4.62,monthly
guatemala,inflation-cpi,2015-08-01,4.74,monthly
guatemala,inflation-cpi,2015-09-01,4.56,monthly
guatemala,inflation-cpi,2015-10-01,4.76,monthly
guatemala,inflation-cpi,2015-11-01,4.67,monthly
guatemala,inflation-cpi,2015-12-01,4.23,monthly
guatemala,inflation-cpi,2016-01-01,3.83,monthly
guatemala,inflation-cpi,2016-02-01,3.96,monthly
guatemala,inflation-cpi,2016-03-01,4,monthly
guatemala,inflation-cpi,2016-04-01,4.09,monthly
guatemala,inflation-cpi,2016-05-01,4.36,monthly
guatemala,inflation-cpi,2016-06-01,4.43,monthly
guatemala,inflation-cpi,2016-07-01,4.62,monthly
guatemala,inflation-cpi,2016-08-01,4.74,monthly
guatemala,inflation-cpi,2016-09-01,4.56,monthly
guatemala,inflation-cpi,2016-10-01,4.76,monthly
guatemala,inflation-cpi,2016-11-01,4.67,monthly
guatemala,inflation-cpi,2016-12-01,4.23,monthly
guatemala,inflation-cpi,2017-01-01,3.83,monthly
guatemala,inflation-cpi,2017-02-01,3.96,monthly
guatemala,inflation-cpi,2017-03-01,4,monthly
guatemala,inflation-cpi,2017-04-01,4.09,monthly
guatemala,inflation-cpi,2017-05-01,3.93,monthly
guatemala,inflation-cpi,2017-06-01,4.36,monthly
guatemala,inflation-cpi,2017-07-01,5.22,monthly
guatemala,inflation-cpi,2017-08-01,4.72,monthly
guatemala,inflation-cpi,2017-09-01,4.36,monthly
guatemala,inflation-cpi,2017-10-01,4.2,monthly
guatemala,inflation-cpi,2017-11-01,4.69,monthly
guatemala,inflation-cpi,2017-12-01,5.68,monthly
guatemala,inflation-cpi,2018-01-01,4.71,monthly
guatemala,inflation-cpi,2018-02-01,4.15,monthly
guatemala,inflation-cpi,2018-03-01,4.14,monthly
guatemala,inflation-cpi,2018-04-01,3.92,monthly
guatemala,inflation-cpi,2018-05-01,1.8,monthly
guatemala,inflation-cpi,2018-06-01,2.39,monthly
guatemala,inflation-cpi,2018-07-01,2.88,monthly
guatemala,inflation-cpi,2018-08-01,4.19,monthly
guatemala,inflation-cpi,2018-09-01,4.97,monthly
guatemala,inflation-cpi,2018-10-01,5.34,monthly
guatemala,inflation-cpi,2018-11-01,5.46,monthly
guatemala,inflation-cpi,2018-12-01,4.82,monthly
guatemala,inflation-cpi,2019-01-01,5.24,monthly
guatemala,inflation-cpi,2019-02-01,6,monthly
guatemala,inflation-cpi,2019-03-01,5.84,monthly
guatemala,inflation-cpi,2019-04-01,5.2,monthly
guatemala,inflation-cpi,2019-05-01,1.8,monthly
guatemala,inflation-cpi,2019-06-01,2.39,monthly
guatemala,inflation-cpi,2019-07-01,2.88,monthly
guatemala,inflation-cpi,2019-08-01,4.19,monthly
guatemala,inflation-cpi,2019-09-01,4.97,monthly
guatemala,inflation-cpi,2019-10-01,5.34,monthly
guatemala,inflation-cpi,2019-11-01,5.46,monthly
guatemala,inflation-cpi,2019-12-01,4.82,monthly
guatemala,inflation-cpi,2020-01-01,5.24,monthly
guatemala,inflation-cpi,2020-02-01,6,monthly
guatemala,inflation-cpi,2020-03-01,5.84,monthly
guatemala,inflation-cpi,2020-04-01,5.2,monthly
guatemala,inflation-cpi,2020-05-01,1.8,monthly
guatemala,inflation-cpi,2020-06-01,2.39,monthly
guatemala,inflation-cpi,2020-07-01,2.88,monthly
guatemala,inflation-cpi,2020-08-01,4.19,monthly
guatemala,inflation-cpi,2020-09-01,4.97,monthly
guatemala,inflation-cpi,2020-10-01,5.34,monthly
guatemala,inflation-cpi,2020-11-01,5.46,monthly
guatemala,inflation-cpi,2020-12-01,4.82,monthly
guatemala,inflation-cpi,2021-01-01,5.24,monthly
guatemala,inflation-cpi,2021-02-01,6,monthly
guatemala,inflation-cpi,2021-03-01,5.84,monthly
guatemala,inflation-cpi,2021-04-01,5.2,monthly
guatemala,inflation-cpi,2021-05-01,5.82,monthly
guatemala,inflation-cpi,2021-06-01,7.55,monthly
guatemala,inflation-cpi,2021-07-01,8.36,monthly
guatemala,inflation-cpi,2021-08-01,8.87,monthly
guatemala,inflation-cpi,2021-09-01,9.03,monthly
guatemala,inflation-cpi,2021-10-01,9.7,monthly
guatemala,inflation-cpi,2021-11-01,9.17,monthly
guatemala,inflation-cpi,2021-12-01,9.24,monthly
guatemala,inflation-cpi,2022-01-01,9.69,monthly
guatemala,inflation-cpi,2022-02-01,9.92,monthly
guatemala,inflation-cpi,2022-03-01,8.71,monthly
guatemala,inflation-cpi,2022-04-01,8.32,monthly
guatemala,inflation-cpi,2022-05-01,6.54,monthly
guatemala,inflation-cpi,2022-06-01,4.93,monthly
guatemala,inflation-cpi,2022-07-01,4.53,monthly
guatemala,inflation-cpi,2022-08-01,4.47,monthly
guatemala,inflation-cpi,2022-09-01,4.69,monthly
guatemala,inflation-cpi,2022-10-01,4.98,monthly
guatemala,inflation-cpi,2022-11-01,4.3,monthly
guatemala,inflation-cpi,2022-12-01,4.18,monthly
guatemala,inflation-cpi,2023-01-01,3.82,monthly
guatemala,inflation-cpi,2023-02-01,3.3,monthly
guatemala,inflation-cpi,2023-03-01,3.23,monthly
guatemala,inflation-cpi,2023-05-01,6.54,monthly
guatemala,inflation-cpi,2023-06-01,4.93,monthly
guatemala,inflation-cpi,2023-07-01,4.53,monthly
guatemala,inflation-cpi,2023-08-01,4.47,monthly
guatemala,inflation-cpi,2023-09-01,4.69,monthly
guatemala,inflation-cpi,2023-10-01,4.98,monthly
guatemala,inflation-cpi,2023-11-01,4.3,monthly
guatemala,inflation-cpi,2023-12-01,4.18,monthly
guatemala,inflation-cpi,2024-01-01,3.82,monthly
guatemala,inflation-cpi,2024-02-01,3.3,monthly
guatemala,inflation-cpi,2024-03-01,3.23,monthly
bulgaria,inflation-cpi,2010-05-01,1.9,monthly
bulgaria,inflation-cpi,2010-06-01,1.4,monthly
bulgaria,inflation-cpi,2010-07-01,2.4,monthly
bulgaria,inflation-cpi,2010-08-01,2.7,monthly
bulgaria,inflation-cpi,2010-09-01,3.5,monthly
bulgaria,inflation-cpi,2010-10-01,3.9,monthly
bulgaria,inflation-cpi,2010-11-01,4.6,monthly
bulgaria,inflation-cpi,2010-12-01,4.5,monthly
bulgaria,inflation-cpi,2011-01-01,4.5,monthly
bulgaria,inflation-cpi,2011-02-01,5.2,monthly
bulgaria,inflation-cpi,2011-03-01,5.6,monthly
bulgaria,inflation-cpi,2011-04-01,4.6,monthly
bulgaria,inflation-cpi,2011-05-01,1.7,monthly
bulgaria,inflation-cpi,2011-06-01,1.6,monthly
bulgaria,inflation-cpi,2011-07-01,3.1,monthly
bulgaria,inflation-cpi,2011-08-01,3.9,monthly
bulgaria,inflation-cpi,2011-09-01,4.9,monthly
bulgaria,inflation-cpi,2011-10-01,4.4,monthly
bulgaria,inflation-cpi,2011-11-01,3.9,monthly
bulgaria,inflation-cpi,2011-12-01,4.2,monthly
bulgaria,inflation-cpi,2012-01-01,4.4,monthly
bulgaria,inflation-cpi,2012-02-01,3.6,monthly
bulgaria,inflation-cpi,2012-03-01,2.7,monthly
bulgaria,inflation-cpi,2012-04-01,2,monthly
bulgaria,inflation-cpi,2012-05-01,-2,monthly
bulgaria,inflation-cpi,2012-06-01,-1.9,monthly
bulgaria,inflation-cpi,2012-07-01,-1,monthly
bulgaria,inflation-cpi,2012-08-01,-0.6,monthly
bulgaria,inflation-cpi,2012-09-01,-0.8,monthly
bulgaria,inflation-cpi,2012-10-01,-0.4,monthly
bulgaria,inflation-cpi,2012-11-01,-0.6,monthly
bulgaria,inflation-cpi,2012-12-01,-0.9,monthly
bulgaria,inflation-cpi,2013-01-01,-1,monthly
bulgaria,inflation-cpi,2013-02-01,-0.5,monthly
bulgaria,inflation-cpi,2013-03-01,0.1,monthly
bulgaria,inflation-cpi,2013-04-01,0.5,monthly
bulgaria,inflation-cpi,2013-05-01,-2,monthly
bulgaria,inflation-cpi,2013-06-01,-1.9,monthly
bulgaria,inflation-cpi,2013-07-01,-1,monthly
bulgaria,inflation-cpi,2013-08-01,-0.6,monthly
bulgaria,inflation-cpi,2013-09-01,-0.8,monthly
bulgaria,inflation-cpi,2013-10-01,-0.4,monthly
bulgaria,inflation-cpi,2013-11-01,-0.6,monthly
bulgaria,inflation-cpi,2013-12-01,-0.9,monthly
bulgaria,inflation-cpi,2014-01-01,-1,monthly
bulgaria,inflation-cpi,2014-02-01,-0.5,monthly
bulgaria,inflation-cpi,2014-03-01,0.1,monthly
bulgaria,inflation-cpi,2014-04-01,0.5,monthly
bulgaria,inflation-cpi,2014-05-01,-2,monthly
bulgaria,inflation-cpi,2014-06-01,-1.3,monthly
bulgaria,inflation-cpi,2014-07-01,-0.2,monthly
bulgaria,inflation-cpi,2014-08-01,-0.3,monthly
bulgaria,inflation-cpi,2014-09-01,-0.6,monthly
bulgaria,inflation-cpi,2014-10-01,-0.6,monthly
bulgaria,inflation-cpi,2014-11-01,-0.5,monthly
bulgaria,inflation-cpi,2014-12-01,0.1,monthly
bulgaria,inflation-cpi,2015-01-01,1.4,monthly
bulgaria,inflation-cpi,2015-02-01,1.7,monthly
bulgaria,inflation-cpi,2015-03-01,1.9,monthly
bulgaria,inflation-cpi,2015-04-01,2.6,monthly
bulgaria,inflation-cpi,2015-05-01,-2,monthly
bulgaria,inflation-cpi,2015-06-01,-1.3,monthly
bulgaria,inflation-cpi,2015-07-01,-0.2,monthly
bulgaria,inflation-cpi,2015-08-01,-0.3,monthly
bulgaria,inflation-cpi,2015-09-01,-0.6,monthly
bulgaria,inflation-cpi,2015-10-01,-0.6,monthly
bulgaria,inflation-cpi,2015-11-01,-0.5,monthly
bulgaria,inflation-cpi,2015-12-01,0.1,monthly
bulgaria,inflation-cpi,2016-01-01,1.4,monthly
bulgaria,inflation-cpi,2016-02-01,1.7,monthly
bulgaria,inflation-cpi,2016-03-01,1.9,monthly
bulgaria,inflation-cpi,2016-04-01,2.6,monthly
bulgaria,inflation-cpi,2016-05-01,2.6,monthly
bulgaria,inflation-cpi,2016-06-01,3.2,monthly
bulgaria,inflation-cpi,2016-07-01,3.5,monthly
bulgaria,inflation-cpi,2016-08-01,3.5,monthly
bulgaria,inflation-cpi,2016-09-01,3.6,monthly
bulgaria,inflation-cpi,2016-10-01,3.7,monthly
bulgaria,inflation-cpi,2016-11-01,3.1,monthly
bulgaria,inflation-cpi,2016-12-01,2.7,monthly
bulgaria,inflation-cpi,2017-01-01,3,monthly
bulgaria,inflation-cpi,2017-02-01,3.2,monthly
bulgaria,inflation-cpi,2017-03-01,3.6,monthly
bulgaria,inflation-cpi,2017-04-01,3.7,monthly
bulgaria,inflation-cpi,2017-05-01,2.6,monthly
bulgaria,inflation-cpi,2017-06-01,3.2,monthly
bulgaria,inflation-cpi,2017-07-01,3.5,monthly
bulgaria,inflation-cpi,2017-08-01,3.5,monthly
bulgaria,inflation-cpi,2017-09-01,3.6,monthly
bulgaria,inflation-cpi,2017-10-01,3.7,monthly
bulgaria,inflation-cpi,2017-11-01,3.1,monthly
bulgaria,inflation-cpi,2017-12-01,2.7,monthly
bulgaria,inflation-cpi,2018-01-01,3,monthly
bulgaria,inflation-cpi,2018-02-01,3.2,monthly
bulgaria,inflation-cpi,2018-03-01,3.6,monthly
bulgaria,inflation-cpi,2018-04-01,3.7,monthly
bulgaria,inflation-cpi,2018-05-01,1.3,monthly
bulgaria,inflation-cpi,2018-06-01,1.6,monthly
bulgaria,inflation-cpi,2018-07-01,1.2,monthly
bulgaria,inflation-cpi,2018-08-01,1.2,monthly
bulgaria,inflation-cpi,2018-09-01,0.9,monthly
bulgaria,inflation-cpi,2018-10-01,0.8,monthly
bulgaria,inflation-cpi,2018-11-01,0.4,monthly
bulgaria,inflation-cpi,2018-12-01,0.1,monthly
bulgaria,inflation-cpi,2019-01-01,-0.6,monthly
bulgaria,inflation-cpi,2019-02-01,-0.1,monthly
bulgaria,inflation-cpi,2019-03-01,0.6,monthly
bulgaria,inflation-cpi,2019-04-01,2,monthly
bulgaria,inflation-cpi,2019-05-01,1.3,monthly
bulgaria,inflation-cpi,2019-06-01,1.6,monthly
bulgaria,inflation-cpi,2019-07-01,1.2,monthly
bulgaria,inflation-cpi,2019-08-01,1.2,monthly
bulgaria,inflation-cpi,2019-09-01,0.9,monthly
bulgaria,inflation-cpi,2019-10-01,0.8,monthly
bulgaria,inflation-cpi,2019-11-01,0.4,monthly
bulgaria,inflation-cpi,2019-12-01,0.1,monthly
bulgaria,inflation-cpi,2020-01-01,-0.6,monthly
bulgaria,inflation-cpi,2020-02-01,-0.1,monthly
bulgaria,inflation-cpi,2020-03-01,0.6,monthly
bulgaria,inflation-cpi,2020-04-01,2,monthly
bulgaria,inflation-cpi,2020-05-01,2.5,monthly
bulgaria,inflation-cpi,2020-06-01,2.7,monthly
bulgaria,inflation-cpi,2020-07-01,3,monthly
bulgaria,inflation-cpi,2020-08-01,3.7,monthly
bulgaria,inflation-cpi,2020-09-01,4.8,monthly
bulgaria,inflation-cpi,2020-10-01,6,monthly
bulgaria,inflation-cpi,2020-11-01,7.3,monthly
bulgaria,inflation-cpi,2020-12-01,7.8,monthly
bulgaria,inflation-cpi,2021-01-01,9.1,monthly
bulgaria,inflation-cpi,2021-02-01,10,monthly
bulgaria,inflation-cpi,2021-03-01,12.4,monthly
bulgaria,inflation-cpi,2021-04-01,14.4,monthly
bulgaria,inflation-cpi,2021-05-01,2.5,monthly
bulgaria,inflation-cpi,2021-06-01,2.7,monthly
bulgaria,inflation-cpi,2021-07-01,3,monthly
bulgaria,inflation-cpi,2021-08-01,3.7,monthly
bulgaria,inflation-cpi,2021-09-01,4.8,monthly
bulgaria,inflation-cpi,2021-10-01,6,monthly
bulgaria,inflation-cpi,2021-11-01,7.3,monthly
bulgaria,inflation-cpi,2021-12-01,7.8,monthly
bulgaria,inflation-cpi,2022-01-01,9.1,monthly
bulgaria,inflation-cpi,2022-02-01,10,monthly
bulgaria,inflation-cpi,2022-03-01,12.4,monthly
bulgaria,inflation-cpi,2022-04-01,14.4,monthly
bulgaria,inflation-cpi,2022-05-01,10.1,monthly
bulgaria,inflation-cpi,2022-06-01,8.7,monthly
bulgaria,inflation-cpi,2022-07-01,8.5,monthly
bulgaria,inflation-cpi,2022-08-01,7.7,monthly
bulgaria,inflation-cpi,2022-09-01,6.3,monthly
bulgaria,inflation-cpi,2022-10-01,5.8,monthly
bulgaria,inflation-cpi,2022-11-01,5.4,monthly
bulgaria,inflation-cpi,2022-12-01,4.7,monthly
bulgaria,inflation-cpi,2023-01-01,3.8,monthly
bulgaria,inflation-cpi,2023-02-01,3.3,monthly
bulgaria,inflation-cpi,2023-03-01,3,monthly
bulgaria,inflation-cpi,2023-05-01,11.6,monthly
bulgaria,inflation-cpi,2023-06-01,10.1,monthly
bulgaria,inflation-cpi,2023-07-01,8.7,monthly
bulgaria,inflation-cpi,2023-08-01,8.5,monthly
bulgaria,inflation-cpi,2023-09-01,7.7,monthly
bulgaria,inflation-cpi,2023-10-01,6.3,monthly
bulgaria,inflation-cpi,2023-11-01,5.8,monthly
bulgaria,inflation-cpi,2023-12-01,5.4,monthly
bulgaria,inflation-cpi,2024-01-01,4.7,monthly
bulgaria,inflation-cpi,2024-02-01,3.8,monthly
bulgaria,inflation-cpi,2024-03-01,3.3,monthly
bulgaria,inflation-cpi,2024-04-01,3,monthly
luxembourg,inflation-cpi,2010-05-01,3.6,monthly
luxembourg,inflation-cpi,2010-06-01,3.5,monthly
luxembourg,inflation-cpi,2010-07-01,2.9,monthly
luxembourg,inflation-cpi,2010-08-01,3.3,monthly
luxembourg,inflation-cpi,2010-09-01,3.3,monthly
luxembourg,inflation-cpi,2010-10-01,3.4,monthly
luxembourg,inflation-cpi,2010-11-01,3.56,monthly
luxembourg,inflation-cpi,2010-12-01,3.2,monthly
luxembourg,inflation-cpi,2011-01-01,2.9,monthly
luxembourg,inflation-cpi,2011-02-01,3.05,monthly
luxembourg,inflation-cpi,2011-03-01,2.65,monthly
luxembourg,inflation-cpi,2011-04-01,2.69,monthly
luxembourg,inflation-cpi,2011-05-01,2.49,monthly
luxembourg,inflation-cpi,2011-06-01,2.49,monthly
luxembourg,inflation-cpi,2011-07-01,2.5,monthly
luxembourg,inflation-cpi,2011-08-01,2.6,monthly
luxembourg,inflation-cpi,2011-09-01,2.9,monthly
luxembourg,inflation-cpi,2011-10-01,2.9,monthly
luxembourg,inflation-cpi,2011-11-01,2.5,monthly
luxembourg,inflation-cpi,2011-12-01,2.3,monthly
luxembourg,inflation-cpi,2012-01-01,2.1,monthly
luxembourg,inflation-cpi,2012-02-01,2.3,monthly
luxembourg,inflation-cpi,2012-03-01,2,monthly
luxembourg,inflation-cpi,2012-04-01,1.7,monthly
luxembourg,inflation-cpi,2012-05-01,2.49,monthly
luxembourg,inflation-cpi,2012-06-01,2.49,monthly
luxembourg,inflation-cpi,2012-07-01,2.5,monthly
luxembourg,inflation-cpi,2012-08-01,2.6,monthly
luxembourg,inflation-cpi,2012-09-01,2.9,monthly
luxembourg,inflation-cpi,2012-10-01,2.9,monthly
luxembourg,inflation-cpi,2012-11-01,2.5,monthly
luxembourg,inflation-cpi,2012-12-01,2.3,monthly
luxembourg,inflation-cpi,2013-01-01,2.1,monthly
luxembourg,inflation-cpi,2013-02-01,2.3,monthly
luxembourg,inflation-cpi,2013-03-01,2,monthly
luxembourg,inflation-cpi,2013-04-01,1.7,monthly
luxembourg,inflation-cpi,2013-05-01,1.65,monthly
luxembourg,inflation-cpi,2013-06-01,2.06,monthly
luxembourg,inflation-cpi,2013-07-01,1.8,monthly
luxembourg,inflation-cpi,2013-08-01,1.75,monthly
luxembourg,inflation-cpi,2013-09-01,1.5,monthly
luxembourg,inflation-cpi,2013-10-01,1.2,monthly
luxembourg,inflation-cpi,2013-11-01,1.2,monthly
luxembourg,inflation-cpi,2013-12-01,1.5,monthly
luxembourg,inflation-cpi,2014-01-01,1.5,monthly
luxembourg,inflation-cpi,2014-02-01,0.86,monthly
luxembourg,inflation-cpi,2014-03-01,0.84,monthly
luxembourg,inflation-cpi,2014-04-01,0.78,monthly
luxembourg,inflation-cpi,2014-05-01,-0.03,monthly
luxembourg,inflation-cpi,2014-06-01,0.02,monthly
luxembourg,inflation-cpi,2014-07-01,-0.03,monthly
luxembourg,inflation-cpi,2014-08-01,0.16,monthly
luxembourg,inflation-cpi,2014-09-01,0.37,monthly
luxembourg,inflation-cpi,2014-10-01,0.52,monthly
luxembourg,inflation-cpi,2014-11-01,0.54,monthly
luxembourg,inflation-cpi,2014-12-01,1.13,monthly
luxembourg,inflation-cpi,2015-01-01,1.7,monthly
luxembourg,inflation-cpi,2015-02-01,1.76,monthly
luxembourg,inflation-cpi,2015-03-01,1.75,monthly
luxembourg,inflation-cpi,2015-04-01,1.94,monthly
luxembourg,inflation-cpi,2015-05-01,-0.03,monthly
luxembourg,inflation-cpi,2015-06-01,0.02,monthly
luxembourg,inflation-cpi,2015-07-01,-0.03,monthly
luxembourg,inflation-cpi,2015-08-01,0.16,monthly
luxembourg,inflation-cpi,2015-09-01,0.37,monthly
luxembourg,inflation-cpi,2015-10-01,0.52,monthly
luxembourg,inflation-cpi,2015-11-01,0.54,monthly
luxembourg,inflation-cpi,2015-12-01,1.13,monthly
luxembourg,inflation-cpi,2016-01-01,1.7,monthly
luxembourg,inflation-cpi,2016-02-01,1.76,monthly
luxembourg,inflation-cpi,2016-03-01,1.75,monthly
luxembourg,inflation-cpi,2016-04-01,1.94,monthly
luxembourg,inflation-cpi,2016-05-01,1.33,monthly
luxembourg,inflation-cpi,2016-06-01,1.45,monthly
luxembourg,inflation-cpi,2016-07-01,1.46,monthly
luxembourg,inflation-cpi,2016-08-01,1.62,monthly
luxembourg,inflation-cpi,2016-09-01,2.01,monthly
luxembourg,inflation-cpi,2016-10-01,2.01,monthly
luxembourg,inflation-cpi,2016-11-01,2.3,monthly
luxembourg,inflation-cpi,2016-12-01,1.9,monthly
luxembourg,inflation-cpi,2017-01-01,1.8,monthly
luxembourg,inflation-cpi,2017-02-01,2.1,monthly
luxembourg,inflation-cpi,2017-03-01,2.2,monthly
luxembourg,inflation-cpi,2017-04-01,2.1,monthly
luxembourg,inflation-cpi,2017-05-01,1.33,monthly
luxembourg,inflation-cpi,2017-06-01,1.45,monthly
luxembourg,inflation-cpi,2017-07-01,1.46,monthly
luxembourg,inflation-cpi,2017-08-01,1.62,monthly
luxembourg,inflation-cpi,2017-09-01,2.01,monthly
luxembourg,inflation-cpi,2017-10-01,2.01,monthly
luxembourg,inflation-cpi,2017-11-01,2.3,monthly
luxembourg,inflation-cpi,2017-12-01,1.9,monthly
luxembourg,inflation-cpi,2018-01-01,1.8,monthly
luxembourg,inflation-cpi,2018-02-01,2.1,monthly
luxembourg,inflation-cpi,2018-03-01,2.2,monthly
luxembourg,inflation-cpi,2018-04-01,2.1,monthly
luxembourg,inflation-cpi,2018-05-01,2.5,monthly
luxembourg,inflation-cpi,2018-06-01,2.2,monthly
luxembourg,inflation-cpi,2018-07-01,2.3,monthly
luxembourg,inflation-cpi,2018-08-01,2.5,monthly
luxembourg,inflation-cpi,2018-09-01,2.7,monthly
luxembourg,inflation-cpi,2018-10-01,3.6,monthly
luxembourg,inflation-cpi,2018-11-01,4.5,monthly
luxembourg,inflation-cpi,2018-12-01,4.1,monthly
luxembourg,inflation-cpi,2019-01-01,3.6,monthly
luxembourg,inflation-cpi,2019-02-01,6.6,monthly
luxembourg,inflation-cpi,2019-03-01,6.1,monthly
luxembourg,inflation-cpi,2019-04-01,7,monthly
luxembourg,inflation-cpi,2019-05-01,2.5,monthly
luxembourg,inflation-cpi,2019-06-01,2.2,monthly
luxembourg,inflation-cpi,2019-07-01,2.3,monthly
luxembourg,inflation-cpi,2019-08-01,2.5,monthly
luxembourg,inflation-cpi,2019-09-01,2.7,monthly
luxembourg,inflation-cpi,2019-10-01,3.6,monthly
luxembourg,inflation-cpi,2019-11-01,4.5,monthly
luxembourg,inflation-cpi,2019-12-01,4.1,monthly
luxembourg,inflation-cpi,2020-01-01,3.6,monthly
luxembourg,inflation-cpi,2020-02-01,6.6,monthly
luxembourg,inflation-cpi,2020-03-01,6.1,monthly
luxembourg,inflation-cpi,2020-04-01,7,monthly
luxembourg,inflation-cpi,2020-05-01,2.5,monthly
luxembourg,inflation-cpi,2020-06-01,2.2,monthly
luxembourg,inflation-cpi,2020-07-01,2.3,monthly
luxembourg,inflation-cpi,2020-08-01,2.5,monthly
luxembourg,inflation-cpi,2020-09-01,2.7,monthly
luxembourg,inflation-cpi,2020-10-01,3.6,monthly
luxembourg,inflation-cpi,2020-11-01,4.5,monthly
luxembourg,inflation-cpi,2020-12-01,4.1,monthly
luxembourg,inflation-cpi,2021-01-01,3.6,monthly
luxembourg,inflation-cpi,2021-02-01,6.6,monthly
luxembourg,inflation-cpi,2021-03-01,6.1,monthly
luxembourg,inflation-cpi,2021-04-01,7,monthly
luxembourg,inflation-cpi,2021-05-01,3.6,monthly
luxembourg,inflation-cpi,2021-06-01,3.2,monthly
luxembourg,inflation-cpi,2021-07-01,3.7,monthly
luxembourg,inflation-cpi,2021-08-01,4.2,monthly
luxembourg,inflation-cpi,2021-09-01,4.05,monthly
luxembourg,inflation-cpi,2021-10-01,3.16,monthly
luxembourg,inflation-cpi,2021-11-01,3.03,monthly
luxembourg,inflation-cpi,2021-12-01,3.51,monthly
luxembourg,inflation-cpi,2022-01-01,3.45,monthly
luxembourg,inflation-cpi,2022-02-01,3.2,monthly
luxembourg,inflation-cpi,2022-03-01,3.1,monthly
luxembourg,inflation-cpi,2022-05-01,3.6,monthly
luxembourg,inflation-cpi,2022-06-01,3.2,monthly
luxembourg,inflation-cpi,2022-07-01,3.7,monthly
luxembourg,inflation-cpi,2022-08-01,4.2,monthly
luxembourg,inflation-cpi,2022-09-01,4.05,monthly
luxembourg,inflation-cpi,2022-10-01,3.16,monthly
luxembourg,inflation-cpi,2022-11-01,3.03,monthly
luxembourg,inflation-cpi,2022-12-01,3.51,monthly
luxembourg,inflation-cpi,2023-01-01,3.45,monthly
luxembourg,inflation-cpi,2023-02-01,3.2,monthly
luxembourg,inflation-cpi,2023-03-01,3.1,monthly
luxembourg,inflation-cpi,2023-05-01,3.7,monthly
luxembourg,inflation-cpi,2023-06-01,3.6,monthly
luxembourg,inflation-cpi,2023-07-01,3.2,monthly
luxembourg,inflation-cpi,2023-08-01,3.7,monthly
luxembourg,inflation-cpi,2023-09-01,4.2,monthly
luxembourg,inflation-cpi,2023-10-01,4.05,monthly
luxembourg,inflation-cpi,2023-11-01,3.16,monthly
luxembourg,inflation-cpi,2023-12-01,3.03,monthly
luxembourg,inflation-cpi,2024-01-01,3.51,monthly
luxembourg,inflation-cpi,2024-02-01,3.45,monthly
luxembourg,inflation-cpi,2024-03-01,3.2,monthly
luxembourg,inflation-cpi,2024-04-01,3.1,monthly
uzbekistan,inflation-cpi,2010-05-01,3.6,monthly
uzbekistan,inflation-cpi,2010-06-01,4.5,monthly
uzbekistan,inflation-cpi,2010-07-01,7.6,monthly
uzbekistan,inflation-cpi,2010-08-01,2.7,monthly
uzbekistan,inflation-cpi,2011-05-01,3.5,monthly
uzbekistan,inflation-cpi,2011-06-01,3.3,monthly
uzbekistan,inflation-cpi,2011-07-01,7,monthly
uzbekistan,inflation-cpi,2012-05-01,3.5,monthly
uzbekistan,inflation-cpi,2012-06-01,3.3,monthly
uzbekistan,inflation-cpi,2012-07-01,7,monthly
uzbekistan,inflation-cpi,2013-05-01,5.5,monthly
uzbekistan,inflation-cpi,2014-05-01,5.5,monthly
uzbekistan,inflation-cpi,2015-05-01,19,monthly
uzbekistan,inflation-cpi,2015-06-01,17.7,monthly
uzbekistan,inflation-cpi,2015-07-01,16.3,monthly
uzbekistan,inflation-cpi,2015-08-01,15.7,monthly
uzbekistan,inflation-cpi,2015-09-01,16.3,monthly
uzbekistan,inflation-cpi,2015-10-01,16.2,monthly
uzbekistan,inflation-cpi,2015-11-01,16.5,monthly
uzbekistan,inflation-cpi,2015-12-01,14.3,monthly
uzbekistan,inflation-cpi,2016-01-01,13,monthly
uzbekistan,inflation-cpi,2016-02-01,13.5,monthly
uzbekistan,inflation-cpi,2016-03-01,13.6,monthly
uzbekistan,inflation-cpi,2016-04-01,13.7,monthly
uzbekistan,inflation-cpi,2016-05-01,19,monthly
uzbekistan,inflation-cpi,2016-06-01,17.7,monthly
uzbekistan,inflation-cpi,2016-07-01,16.3,monthly
uzbekistan,inflation-cpi,2016-08-01,15.7,monthly
