"indicator_arm","ind1_arm","ind2_arm","indicator_eng","ind1_eng","ind2_eng","year","wages","wages_corrected","cpi_yoy","adj_price","wages_real"
"ըստ տնտեսական գործունեության տեսակների - գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","ըստ տնտեսական գործունեության տեսակների","գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","Types of Economic Activity - Agriculture, forestry and fishing","Types of Economic Activity","Agriculture, forestry and fishing",2017,121475,120530,1.02611484039391,1.239493996901756,149396.21144656866
"ըստ տնտեսական գործունեության տեսակների - գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","ըստ տնտեսական գործունեության տեսակների","գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","Types of Economic Activity - Agriculture, forestry and fishing","Types of Economic Activity","Agriculture, forestry and fishing",2018,118090,118090,1.0179122090263264,1.2176826114379562,143796.13958470826
"ըստ տնտեսական գործունեության տեսակների - գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","ըստ տնտեսական գործունեության տեսակների","գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","Types of Economic Activity - Agriculture, forestry and fishing","Types of Economic Activity","Agriculture, forestry and fishing",2019,124261.3,124261.3,1.0072816647657017,1.2088799528791134,150216.99448869738
"ըստ տնտեսական գործունեության տեսակների - գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","ըստ տնտեսական գործունեության տեսակների","գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","Types of Economic Activity - Agriculture, forestry and fishing","Types of Economic Activity","Agriculture, forestry and fishing",2020,122482,122482,1.0366382465663597,1.1661541110250053,142832.8878265647
"ըստ տնտեսական գործունեության տեսակների - գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","ըստ տնտեսական գործունեության տեսակների","գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","Types of Economic Activity - Agriculture, forestry and fishing","Types of Economic Activity","Agriculture, forestry and fishing",2021,128483,128483,1.0767545346275733,1.0830268863723462,139150.54344177817
"ըստ տնտեսական գործունեության տեսակների - գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","ըստ տնտեսական գործունեության տեսակների","գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն","Types of Economic Activity - Agriculture, forestry and fishing","Types of Economic Activity","Agriculture, forestry and fishing",2022,140362,140362,1.0830268863723458,1,140362
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2009,175983,178400.223082674,1.0650141146986458,1.6399829306856706,292573.3206861011
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2010,216883,219862.00702817648,1.0942618224536644,1.498711640152387,329509.749160394
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2011,237672,240936.55535196746,1.0467781008092338,1.4317376710439165,344957.94262896955
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2012,258127,261672.51600246265,1.0321982068785194,1.3870763013371707,362959.74565828755
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2013,317044,288376.87457978266,1.055556132712271,1.3140715669692073,378947.85145673755
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2014,330973,301046.4140948714,1.04579786714902,1.25652538434749,378272.46117699187
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2015,360975,328335.6325981159,0.9987078446073119,1.2581511110905024,413095.8409639225
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2016,348426,316921.3134528184,0.9892189082336652,1.2718631848000548,403080.551059118
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2017,409312,372302,1.02611484039391,1.239493996901756,461466.09403451753
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2018,439016,439016,1.0179122090263264,1.2176826114379562,534582.1493430458
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2019,476620.9,476620.9,1.0072816647657017,1.2088799528791134,576177.4511332007
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2020,455465,455465,1.0366382465663597,1.1661541110250053,531142.382178004
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2021,499603,499603,1.0767545346275733,1.0830268863723462,541083.4815122833
"ըստ տնտեսական գործունեության տեսակների - հանքագործական արդյունաբերություն և բացհանքերի շահագործում","ըստ տնտեսական գործունեության տեսակների","հանքագործական արդյունաբերություն և բացհանքերի շահագործում","Types of Economic Activity - Mining and quarrying","Types of Economic Activity","Mining and quarrying",2022,511055,511055,1.0830268863723458,1,511055
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2009,92528,108361.69438956057,1.0650141146986458,1.6399829306856706,177711.32913905653
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2010,100502,117700.23138444165,1.0942618224536644,1.498711640152387,176398.706824492
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2011,101546,118922.88408354571,1.0467781008092338,1.4317376710439165,170266.3730916014
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2012,110977,129967.74769010747,1.0321982068785194,1.3870763013371707,180275.1827591169
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2013,136109,133286.46903520823,1.055556132712271,1.3140715669692073,175147.95922088882
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2014,142931,139966.99928492124,1.04579786714902,1.25652538434749,175872.08757245052
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2015,155557,152331.17033928607,0.9987078446073119,1.2581511110905024,191655.63121608933
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2016,157254,153992.97916862686,0.9892189082336652,1.2718631848000548,195858.00092225824
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2017,159423,156117,1.02611484039391,1.239493996901756,193506.08431431145
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2018,158847,158847,1.0179122090263264,1.2176826114379562,193425.22977908503
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2019,168433.4,168433.4,1.0072816647657017,1.2088799528791134,203615.76065526885
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2020,166686,166686,1.0366382465663597,1.1661541110250053,194381.56415031405
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2021,177092,177092,1.0767545346275733,1.0830268863723462,191795.39736145153
"ըստ տնտեսական գործունեության տեսակների - մշակող արդյունաբերություն","ըստ տնտեսական գործունեության տեսակների","մշակող արդյունաբերություն","Types of Economic Activity - Manufacturing","Types of Economic Activity","Manufacturing",2022,191870,191870,1.0830268863723458,1,191870
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2009,140366,154212.3888340438,1.0650141146986458,1.6399829306856706,252905.68538809335
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2010,149779,164553.9331973145,1.0942618224536644,1.498711640152387,246618.89511567354
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2011,152193,167206.0619652881,1.0467781008092338,1.4317376710439165,239395.21774260636
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2012,153965,169152.86071294727,1.0321982068785194,1.3870763013371707,234627.9243983165
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2013,193407,183325.4732672606,1.055556132712271,1.3140715669692073,240902.79192168065
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2014,225237,213496.30376510663,1.04579786714902,1.25652538434749,268263.52514521906
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2015,225888,214113.36976115117,0.9987078446073119,1.2581511110905024,269386.97406432393
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2016,278160,263660.6412592161,0.9892189082336652,1.2718631848000548,335340.2628983713
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2017,269501,255453,1.02611484039391,1.239493996901756,316632.45999054424
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2018,258594,258594,1.0179122090263264,1.2176826114379562,314885.41722218686
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2019,256463.5,256463.5,1.0072816647657017,1.2088799528791134,310033.5837952125
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2020,253546,253546,1.0366382465663597,1.1661541110250053,295673.710233946
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2021,261752,261752,1.0767545346275733,1.0830268863723462,283484.45356173435
"ըստ տնտեսական գործունեության տեսակների - Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","ըստ տնտեսական գործունեության տեսակների","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Types of Economic Activity - Electricity,  gas, steam and air conditioning supply","Types of Economic Activity","Electricity,  gas, steam and air conditioning supply",2022,281059,281059,1.0830268863723458,1,281059
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2009,91289,100197.829960471,1.0650141146986458,1.6399829306856706,164322.73082691772
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2010,100163,109937.8374429631,1.0942618224536644,1.498711640152387,164765.11666894972
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2011,112188,123136.34882193168,1.0467781008092338,1.4317376710439165,176298.94928316376
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2012,110912,121735.8248702008,1.0321982068785194,1.3870763013371707,168856.87770118768
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2013,139651,128167.56013471054,1.055556132712271,1.3140715669692073,168421.3465808392
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2014,153067,140480.368397933,1.04579786714902,1.25652538434749,176517.14889448974
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2015,164285,150775.91722745216,0.9987078446073119,1.2581511110905024,189698.88778540856
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2016,186197,170886.10317436108,0.9892189082336652,1.2718631848000548,217343.74342141364
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2017,163907,150429,1.02611484039391,1.239493996901756,186455.84245993424
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2018,156376,156376,1.0179122090263264,1.2176826114379562,190416.33604622184
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2019,168191.8,168191.8,1.0072816647657017,1.2088799528791134,203323.69525865326
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2020,184058,184058,1.0366382465663597,1.1661541110250053,214639.99336704044
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2021,190729,190729,1.0767545346275733,1.0830268863723462,206564.6350109112
"ըստ տնտեսական գործունեության տեսակների - ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","ըստ տնտեսական գործունեության տեսակների","ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Types of Economic Activity - Water supply; sewerage, waste management and remediation activities","Types of Economic Activity","Water supply; sewerage, waste management and remediation activities",2022,197397,197397,1.0830268863723458,1,197397
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2008,NA,NA,1.0519259498843334,1.74660496904509,NA
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2009,122396,148305.10869837337,1.0650141146986458,1.6399829306856706,243217.8467988153
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2010,137036,166044.14258301165,1.0942618224536644,1.498711640152387,248852.28926828218
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2011,137483,166585.76472416145,1.0467781008092338,1.4317376710439165,238507.11481524073
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2012,135181,163796.471281372,1.0321982068785194,1.3870763013371707,227198.2035570456
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2013,156702,161676.2387972408,1.055556132712271,1.3140715669692073,212454.14845797798
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2014,179311,185002.9230958893,1.04579786714902,1.25652538434749,232460.86904847142
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2015,203537,209997.9363127082,0.9987078446073119,1.2581511110905024,264209.13689854636
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2016,179163,184850.2250872998,0.9892189082336652,1.2718631848000548,235104.19599054012
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2017,174399,179934.99999999997,1.02611484039391,1.239493996901756,223028.35233251742
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2018,185007,185007,1.0179122090263264,1.2176826114379562,225279.80689430196
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2019,185429.3,185429.3,1.0072816647657017,1.2088799528791134,224161.76344640699
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2020,201641,201641,1.0366382465663597,1.1661541110250053,235144.4811011931
"ըստ տնտեսական գործունեության տեսակների - շինարարություն","ըստ տնտեսական գործունեության տեսակների","շինարարություն","Types of Economic Activity - Construction","Types of Economic Activity","Construction",2021,209047,209047,1.0767545346275733,1.0830268863723462,226403.52151547986
