"date","year","month","month_name","country","direction","type","K_USD"
"2016-03-31","2016",3,"March","Germany","Outflow","non-commercial",408.52
"2016-03-31","2016",3,"March","Denmark","Outflow","non-commercial",18.52
"2016-03-31","2016",3,"March","Egypt","Outflow","non-commercial",28.1
"2016-03-31","2016",3,"March","Turkey","Outflow","non-commercial",159.4
"2016-03-31","2016",3,"March","Israel","Outflow","non-commercial",39.27
"2016-03-31","2016",3,"March","Spain","Outflow","non-commercial",203.01
"2016-03-31","2016",3,"March","Ireland","Outflow","non-commercial",1.52
"2016-03-31","2016",3,"March","Italy","Outflow","non-commercial",95.67
"2016-03-31","2016",3,"March","Iran","Outflow","non-commercial",0.93
"2016-03-31","2016",3,"March","Poland","Outflow","non-commercial",87.66
"2016-03-31","2016",3,"March","Latvia","Outflow","non-commercial",46.05
"2016-03-31","2016",3,"March","Luxembourg","Outflow","non-commercial",3.39
"2016-03-31","2016",3,"March","Lebanon","Outflow","non-commercial",55.59
"2016-03-31","2016",3,"March","Liechtenstein","Outflow","non-commercial",1.12
"2016-03-31","2016",3,"March","Lithuania","Outflow","non-commercial",28.93
"2016-03-31","2016",3,"March","Canada","Outflow","non-commercial",70.02
"2016-03-31","2016",3,"March","Korea","Outflow","non-commercial",7.98
"2016-03-31","2016",3,"March","Cyprus","Outflow","non-commercial",44.15
"2016-03-31","2016",3,"March","Hong Kong","Outflow","non-commercial",56.27
"2016-03-31","2016",3,"March","Jordan","Outflow","non-commercial",28.02
"2016-03-31","2016",3,"March","Greece","Outflow","non-commercial",86.08
"2016-03-31","2016",3,"March","India","Outflow","non-commercial",20.07
"2016-03-31","2016",3,"March","Kazakhstan","Outflow","non-commercial",134.62
"2016-03-31","2016",3,"March","Kyrgyzstan","Outflow","non-commercial",11.71
"2016-03-31","2016",3,"March","Japan","Outflow","non-commercial",112.86
"2016-03-31","2016",3,"March","United Kingdom of Great Britain and Northern Ireland","Outflow","non-commercial",384.23
"2016-03-31","2016",3,"March","Isle of Man","Outflow","non-commercial",2.82
"2016-03-31","2016",3,"March","Monaco","Outflow","non-commercial",30.59
"2016-03-31","2016",3,"March","Netherlands","Outflow","non-commercial",121.61
"2016-03-31","2016",3,"March","Sweden","Outflow","non-commercial",22.37
"2016-03-31","2016",3,"March","Switzerland","Outflow","non-commercial",53.78
"2016-03-31","2016",3,"March","Czechia","Outflow","non-commercial",100.99
"2016-03-31","2016",3,"March","China","Outflow","non-commercial",675.33
"2016-03-31","2016",3,"March","Portugal","Outflow","non-commercial",0.79
"2016-03-31","2016",3,"March","Russian Federation","Outflow","non-commercial",18775.6
"2016-03-31","2016",3,"March","Saudi Arabia","Outflow","non-commercial",0
"2016-03-31","2016",3,"March","Singapore","Outflow","non-commercial",1.5
"2016-03-31","2016",3,"March","Georgia","Outflow","non-commercial",566.3
"2016-03-31","2016",3,"March","Uzbekistan","Outflow","non-commercial",51.22
"2016-03-31","2016",3,"March","Ukraine","Outflow","non-commercial",631.2
"2016-03-31","2016",3,"March","Qatar","Outflow","non-commercial",1
"2016-03-31","2016",3,"March","Kuwait","Outflow","non-commercial",7.1
"2016-03-31","2016",3,"March","France","Outflow","non-commercial",298.51
"2016-03-31","2016",3,"March","Others","Outflow","non-commercial",270.77000000000044
"2016-03-31","2016",3,"March","Total","Outflow","non-commercial",25311.03
"2016-03-31","2016",3,"March","Australia","Net inflow","non-commercial",136.91
"2016-03-31","2016",3,"March","Austria","Net inflow","non-commercial",185.60000000000002
"2016-03-31","2016",3,"March","United Arab Emirates","Net inflow","non-commercial",305.58000000000004
"2016-03-31","2016",3,"March","USA","Net inflow","non-commercial",10144.78
"2016-03-31","2016",3,"March","Belgium","Net inflow","non-commercial",614.53
"2016-03-31","2016",3,"March","Belarus","Net inflow","non-commercial",-11.39
"2016-03-31","2016",3,"March","Bulgaria","Net inflow","non-commercial",19.179999999999993
"2016-03-31","2016",3,"March","Germany","Net inflow","non-commercial",1173.79
"2016-03-31","2016",3,"March","Denmark","Net inflow","non-commercial",128.59
"2016-03-31","2016",3,"March","Egypt","Net inflow","non-commercial",-9.270000000000003
"2016-03-31","2016",3,"March","Turkey","Net inflow","non-commercial",-36.18000000000001
"2016-03-31","2016",3,"March","Israel","Net inflow","non-commercial",320.86
"2016-03-31","2016",3,"March","Spain","Net inflow","non-commercial",489.15
"2016-03-31","2016",3,"March","Ireland","Net inflow","non-commercial",42.959999999999994
"2016-03-31","2016",3,"March","Italy","Net inflow","non-commercial",49.89999999999999
"2016-03-31","2016",3,"March","Iran","Net inflow","non-commercial",28.36
"2016-03-31","2016",3,"March","Poland","Net inflow","non-commercial",92.63
"2016-03-31","2016",3,"March","Latvia","Net inflow","non-commercial",123.57000000000001
"2016-03-31","2016",3,"March","Luxembourg","Net inflow","non-commercial",5.99
"2016-03-31","2016",3,"March","Lebanon","Net inflow","non-commercial",226.67
"2016-03-31","2016",3,"March","Liechtenstein","Net inflow","non-commercial",0.94
"2016-03-31","2016",3,"March","Lithuania","Net inflow","non-commercial",18.14
"2016-03-31","2016",3,"March","Canada","Net inflow","non-commercial",262.46000000000004
"2016-03-31","2016",3,"March","Korea","Net inflow","non-commercial",18.64
"2016-03-31","2016",3,"March","Cyprus","Net inflow","non-commercial",46.669999999999995
"2016-03-31","2016",3,"March","Hong Kong","Net inflow","non-commercial",-6.270000000000003
"2016-03-31","2016",3,"March","Jordan","Net inflow","non-commercial",13.370000000000001
"2016-03-31","2016",3,"March","Greece","Net inflow","non-commercial",254.40000000000003
"2016-03-31","2016",3,"March","India","Net inflow","non-commercial",30.42
"2016-03-31","2016",3,"March","Kazakhstan","Net inflow","non-commercial",783.47
"2016-03-31","2016",3,"March","Kyrgyzstan","Net inflow","non-commercial",53.01
"2016-03-31","2016",3,"March","Japan","Net inflow","non-commercial",-107.58
"2016-03-31","2016",3,"March","United Kingdom of Great Britain and Northern Ireland","Net inflow","non-commercial",337.65
"2016-03-31","2016",3,"March","Isle of Man","Net inflow","non-commercial",-2.82
"2016-03-31","2016",3,"March","Monaco","Net inflow","non-commercial",-28.46
"2016-03-31","2016",3,"March","Netherlands","Net inflow","non-commercial",165.83999999999997
"2016-03-31","2016",3,"March","Sweden","Net inflow","non-commercial",250.36
"2016-03-31","2016",3,"March","Switzerland","Net inflow","non-commercial",1429.66
"2016-03-31","2016",3,"March","Czechia","Net inflow","non-commercial",52.59000000000002
"2016-03-31","2016",3,"March","China","Net inflow","non-commercial",-593.6500000000001
"2016-03-31","2016",3,"March","Portugal","Net inflow","non-commercial",18.2
"2016-03-31","2016",3,"March","Russian Federation","Net inflow","non-commercial",31810.410000000003
"2016-03-31","2016",3,"March","Saudi Arabia","Net inflow","non-commercial",54.58
"2016-03-31","2016",3,"March","Singapore","Net inflow","non-commercial",33.84
"2016-03-31","2016",3,"March","Georgia","Net inflow","non-commercial",400.5
"2016-03-31","2016",3,"March","Uzbekistan","Net inflow","non-commercial",229.02
"2016-03-31","2016",3,"March","Ukraine","Net inflow","non-commercial",103.18999999999994
"2016-03-31","2016",3,"March","Qatar","Net inflow","non-commercial",60.15
"2016-03-31","2016",3,"March","Kuwait","Net inflow","non-commercial",89.27000000000001
"2016-03-31","2016",3,"March","France","Net inflow","non-commercial",1146.66
"2016-03-31","2016",3,"March","Others","Net inflow","non-commercial",578.2300000000032
"2016-03-31","2016",3,"March","Total","Net inflow","non-commercial",51535.100000000006
"2016-04-30","2016",4,"April","Australia","Inflow","total",143.9
"2016-04-30","2016",4,"April","Austria","Inflow","total",493.51
"2016-04-30","2016",4,"April","United Arab Emirates","Inflow","total",1536.51
"2016-04-30","2016",4,"April","USA","Inflow","total",14013.65
"2016-04-30","2016",4,"April","Belgium","Inflow","total",935.89
"2016-04-30","2016",4,"April","Belarus","Inflow","total",214.83
"2016-04-30","2016",4,"April","Bulgaria","Inflow","total",99.47
"2016-04-30","2016",4,"April","Germany","Inflow","total",3365.12
"2016-04-30","2016",4,"April","Denmark","Inflow","total",222.84
"2016-04-30","2016",4,"April","Egypt","Inflow","total",53.29
"2016-04-30","2016",4,"April","Turkey","Inflow","total",185.35
"2016-04-30","2016",4,"April","Israel","Inflow","total",488.23
"2016-04-30","2016",4,"April","Spain","Inflow","total",781.43
"2016-04-30","2016",4,"April","Ireland","Inflow","total",62.53
"2016-04-30","2016",4,"April","Italy","Inflow","total",521.71
"2016-04-30","2016",4,"April","Iran","Inflow","total",162.05
"2016-04-30","2016",4,"April","Poland","Inflow","total",385.26
"2016-04-30","2016",4,"April","Latvia","Inflow","total",1282.37
"2016-04-30","2016",4,"April","Luxembourg","Inflow","total",13.09
"2016-04-30","2016",4,"April","Lebanon","Inflow","total",925.75
"2016-04-30","2016",4,"April","Liechtenstein","Inflow","total",281.55
"2016-04-30","2016",4,"April","Lithuania","Inflow","total",46.09
"2016-04-30","2016",4,"April","Canada","Inflow","total",485.38
"2016-04-30","2016",4,"April","Korea","Inflow","total",82.87
"2016-04-30","2016",4,"April","Cyprus","Inflow","total",455.89
"2016-04-30","2016",4,"April","Hong Kong","Inflow","total",246.2
"2016-04-30","2016",4,"April","Jordan","Inflow","total",59.44
"2016-04-30","2016",4,"April","Greece","Inflow","total",368.69
"2016-04-30","2016",4,"April","India","Inflow","total",129.8
"2016-04-30","2016",4,"April","Kazakhstan","Inflow","total",1089.74
"2016-04-30","2016",4,"April","Kyrgyzstan","Inflow","total",95.41
"2016-04-30","2016",4,"April","Japan","Inflow","total",104.63
"2016-04-30","2016",4,"April","United Kingdom of Great Britain and Northern Ireland","Inflow","total",2663.25
"2016-04-30","2016",4,"April","Isle of Man","Inflow","total",0.3
"2016-04-30","2016",4,"April","Monaco","Inflow","total",48.93
"2016-04-30","2016",4,"April","Netherlands","Inflow","total",553.56
"2016-04-30","2016",4,"April","Sweden","Inflow","total",383.53
"2016-04-30","2016",4,"April","Switzerland","Inflow","total",2316.86
"2016-04-30","2016",4,"April","Czechia","Inflow","total",242.48
"2016-04-30","2016",4,"April","China","Inflow","total",159.95
"2016-04-30","2016",4,"April","Portugal","Inflow","total",78.27
"2016-04-30","2016",4,"April","Russian Federation","Inflow","total",62146.9
"2016-04-30","2016",4,"April","Saudi Arabia","Inflow","total",85.56
"2016-04-30","2016",4,"April","Singapore","Inflow","total",264.26
"2016-04-30","2016",4,"April","Georgia","Inflow","total",926.54
"2016-04-30","2016",4,"April","Uzbekistan","Inflow","total",194.21
"2016-04-30","2016",4,"April","Ukraine","Inflow","total",738.64
"2016-04-30","2016",4,"April","Qatar","Inflow","total",81.52
"2016-04-30","2016",4,"April","Kuwait","Inflow","total",230.16
"2016-04-30","2016",4,"April","France","Inflow","total",2197.33
"2016-04-30","2016",4,"April","Others","Inflow","total",1828.9400000000169
"2016-04-30","2016",4,"April","Total","Inflow","total",104473.66
"2016-04-30","2016",4,"April","Australia","Outflow","total",21.88
"2016-04-30","2016",4,"April","Austria","Outflow","total",150.93
"2016-04-30","2016",4,"April","United Arab Emirates","Outflow","total",1059.69
"2016-04-30","2016",4,"April","USA","Outflow","total",7189.02
"2016-04-30","2016",4,"April","Belgium","Outflow","total",132.23
"2016-04-30","2016",4,"April","Belarus","Outflow","total",213.97
"2016-04-30","2016",4,"April","Bulgaria","Outflow","total",216.12
"2016-04-30","2016",4,"April","Germany","Outflow","total",2947.93
"2016-04-30","2016",4,"April","Denmark","Outflow","total",28.44
"2016-04-30","2016",4,"April","Egypt","Outflow","total",13.45
"2016-04-30","2016",4,"April","Turkey","Outflow","total",545.93
"2016-04-30","2016",4,"April","Israel","Outflow","total",48.92
"2016-04-30","2016",4,"April","Spain","Outflow","total",758.99
"2016-04-30","2016",4,"April","Ireland","Outflow","total",35.21
"2016-04-30","2016",4,"April","Italy","Outflow","total",499.21
"2016-04-30","2016",4,"April","Iran","Outflow","total",214.2
"2016-04-30","2016",4,"April","Poland","Outflow","total",296.03
"2016-04-30","2016",4,"April","Latvia","Outflow","total",1379.18
"2016-04-30","2016",4,"April","Luxembourg","Outflow","total",28.05
"2016-04-30","2016",4,"April","Lebanon","Outflow","total",4011.5
"2016-04-30","2016",4,"April","Liechtenstein","Outflow","total",718.3
"2016-04-30","2016",4,"April","Lithuania","Outflow","total",40.43
"2016-04-30","2016",4,"April","Canada","Outflow","total",570.52
"2016-04-30","2016",4,"April","Korea","Outflow","total",38.43
"2016-04-30","2016",4,"April","Cyprus","Outflow","total",126.94
"2016-04-30","2016",4,"April","Hong Kong","Outflow","total",947.87
"2016-04-30","2016",4,"April","Jordan","Outflow","total",8.18
"2016-04-30","2016",4,"April","Greece","Outflow","total",293.47
"2016-04-30","2016",4,"April","India","Outflow","total",102.51
"2016-04-30","2016",4,"April","Kazakhstan","Outflow","total",1898.73
"2016-04-30","2016",4,"April","Kyrgyzstan","Outflow","total",23.34
"2016-04-30","2016",4,"April","Japan","Outflow","total",315.2
"2016-04-30","2016",4,"April","United Kingdom of Great Britain and Northern Ireland","Outflow","total",1070.45
"2016-04-30","2016",4,"April","Isle of Man","Outflow","total",7.59
"2016-04-30","2016",4,"April","Monaco","Outflow","total",8.83
"2016-04-30","2016",4,"April","Netherlands","Outflow","total",398.52
"2016-04-30","2016",4,"April","Sweden","Outflow","total",292.68
"2016-04-30","2016",4,"April","Switzerland","Outflow","total",676.89
"2016-04-30","2016",4,"April","Czechia","Outflow","total",1683.85
"2016-04-30","2016",4,"April","China","Outflow","total",3932.52
"2016-04-30","2016",4,"April","Portugal","Outflow","total",121.2
"2016-04-30","2016",4,"April","Russian Federation","Outflow","total",26627.57
"2016-04-30","2016",4,"April","Saudi Arabia","Outflow","total",0
"2016-04-30","2016",4,"April","Singapore","Outflow","total",5.43
"2016-04-30","2016",4,"April","Georgia","Outflow","total",2182.21
"2016-04-30","2016",4,"April","Uzbekistan","Outflow","total",44.45
"2016-04-30","2016",4,"April","Ukraine","Outflow","total",1226.93
"2016-04-30","2016",4,"April","Qatar","Outflow","total",3.4
"2016-04-30","2016",4,"April","Kuwait","Outflow","total",57.08
"2016-04-30","2016",4,"April","France","Outflow","total",1342.03
"2016-04-30","2016",4,"April","Others","Outflow","total",1286.6800000000076
"2016-04-30","2016",4,"April","Total","Outflow","total",65843.11
"2016-04-30","2016",4,"April","Australia","Net inflow","total",122.02000000000001
"2016-04-30","2016",4,"April","Austria","Net inflow","total",342.58
"2016-04-30","2016",4,"April","United Arab Emirates","Net inflow","total",476.81999999999994
"2016-04-30","2016",4,"April","USA","Net inflow","total",6824.629999999999
"2016-04-30","2016",4,"April","Belgium","Net inflow","total",803.66
"2016-04-30","2016",4,"April","Belarus","Net inflow","total",0.8600000000000136
"2016-04-30","2016",4,"April","Bulgaria","Net inflow","total",-116.65
"2016-04-30","2016",4,"April","Germany","Net inflow","total",417.19000000000005
"2016-04-30","2016",4,"April","Denmark","Net inflow","total",194.4
"2016-04-30","2016",4,"April","Egypt","Net inflow","total",39.84
"2016-04-30","2016",4,"April","Turkey","Net inflow","total",-360.5799999999999
"2016-04-30","2016",4,"April","Israel","Net inflow","total",439.31
"2016-04-30","2016",4,"April","Spain","Net inflow","total",22.43999999999994
"2016-04-30","2016",4,"April","Ireland","Net inflow","total",27.32
"2016-04-30","2016",4,"April","Italy","Net inflow","total",22.500000000000057
"2016-04-30","2016",4,"April","Iran","Net inflow","total",-52.14999999999998
"2016-04-30","2016",4,"April","Poland","Net inflow","total",89.23000000000002
"2016-04-30","2016",4,"April","Latvia","Net inflow","total",-96.81000000000017
"2016-04-30","2016",4,"April","Luxembourg","Net inflow","total",-14.96
"2016-04-30","2016",4,"April","Lebanon","Net inflow","total",-3085.75
"2016-04-30","2016",4,"April","Liechtenstein","Net inflow","total",-436.74999999999994
"2016-04-30","2016",4,"April","Lithuania","Net inflow","total",5.660000000000004
"2016-04-30","2016",4,"April","Canada","Net inflow","total",-85.13999999999999
"2016-04-30","2016",4,"April","Korea","Net inflow","total",44.440000000000005
"2016-04-30","2016",4,"April","Cyprus","Net inflow","total",328.95
"2016-04-30","2016",4,"April","Hong Kong","Net inflow","total",-701.6700000000001
"2016-04-30","2016",4,"April","Jordan","Net inflow","total",51.26
"2016-04-30","2016",4,"April","Greece","Net inflow","total",75.21999999999997
"2016-04-30","2016",4,"April","India","Net inflow","total",27.290000000000006
"2016-04-30","2016",4,"April","Kazakhstan","Net inflow","total",-808.99
"2016-04-30","2016",4,"April","Kyrgyzstan","Net inflow","total",72.07
"2016-04-30","2016",4,"April","Japan","Net inflow","total",-210.57
"2016-04-30","2016",4,"April","United Kingdom of Great Britain and Northern Ireland","Net inflow","total",1592.8
"2016-04-30","2016",4,"April","Isle of Man","Net inflow","total",-7.29
"2016-04-30","2016",4,"April","Monaco","Net inflow","total",40.1
"2016-04-30","2016",4,"April","Netherlands","Net inflow","total",155.03999999999996
"2016-04-30","2016",4,"April","Sweden","Net inflow","total",90.84999999999997
"2016-04-30","2016",4,"April","Switzerland","Net inflow","total",1639.9700000000003
"2016-04-30","2016",4,"April","Czechia","Net inflow","total",-1441.37
"2016-04-30","2016",4,"April","China","Net inflow","total",-3772.57
"2016-04-30","2016",4,"April","Portugal","Net inflow","total",-42.93000000000001
"2016-04-30","2016",4,"April","Russian Federation","Net inflow","total",35519.33
"2016-04-30","2016",4,"April","Saudi Arabia","Net inflow","total",85.56
"2016-04-30","2016",4,"April","Singapore","Net inflow","total",258.83
"2016-04-30","2016",4,"April","Georgia","Net inflow","total",-1255.67
"2016-04-30","2016",4,"April","Uzbekistan","Net inflow","total",149.76
"2016-04-30","2016",4,"April","Ukraine","Net inflow","total",-488.2900000000001
"2016-04-30","2016",4,"April","Qatar","Net inflow","total",78.11999999999999
"2016-04-30","2016",4,"April","Kuwait","Net inflow","total",173.07999999999998
"2016-04-30","2016",4,"April","France","Net inflow","total",855.3
"2016-04-30","2016",4,"April","Others","Net inflow","total",542.2599999999948
"2016-04-30","2016",4,"April","Total","Net inflow","total",38630.55
"2016-04-30","2016",4,"April","Australia","Inflow","non-commercial",95.89
"2016-04-30","2016",4,"April","Austria","Inflow","non-commercial",289.36
"2016-04-30","2016",4,"April","United Arab Emirates","Inflow","non-commercial",467.58
"2016-04-30","2016",4,"April","USA","Inflow","non-commercial",10607.04
"2016-04-30","2016",4,"April","Belgium","Inflow","non-commercial",627.57
"2016-04-30","2016",4,"April","Belarus","Inflow","non-commercial",173.79
"2016-04-30","2016",4,"April","Bulgaria","Inflow","non-commercial",51.25
"2016-04-30","2016",4,"April","Germany","Inflow","non-commercial",1967.96
"2016-04-30","2016",4,"April","Denmark","Inflow","non-commercial",104.81
"2016-04-30","2016",4,"April","Egypt","Inflow","non-commercial",13.83
"2016-04-30","2016",4,"April","Turkey","Inflow","non-commercial",86.35
"2016-04-30","2016",4,"April","Israel","Inflow","non-commercial",345.11
"2016-04-30","2016",4,"April","Spain","Inflow","non-commercial",666.38
"2016-04-30","2016",4,"April","Ireland","Inflow","non-commercial",32.58
"2016-04-30","2016",4,"April","Italy","Inflow","non-commercial",162.64
"2016-04-30","2016",4,"April","Iran","Inflow","non-commercial",58.51
"2016-04-30","2016",4,"April","Poland","Inflow","non-commercial",211.35
"2016-04-30","2016",4,"April","Latvia","Inflow","non-commercial",167.16
"2016-04-30","2016",4,"April","Luxembourg","Inflow","non-commercial",11.56
"2016-04-30","2016",4,"April","Lebanon","Inflow","non-commercial",155.61
"2016-04-30","2016",4,"April","Liechtenstein","Inflow","non-commercial",1.09
"2016-04-30","2016",4,"April","Lithuania","Inflow","non-commercial",41.85
"2016-04-30","2016",4,"April","Canada","Inflow","non-commercial",340.45
"2016-04-30","2016",4,"April","Korea","Inflow","non-commercial",32.53
"2016-04-30","2016",4,"April","Cyprus","Inflow","non-commercial",116.45
"2016-04-30","2016",4,"April","Hong Kong","Inflow","non-commercial",36.99
"2016-04-30","2016",4,"April","Jordan","Inflow","non-commercial",54.96
"2016-04-30","2016",4,"April","Greece","Inflow","non-commercial",351.27
"2016-04-30","2016",4,"April","India","Inflow","non-commercial",68.9
"2016-04-30","2016",4,"April","Kazakhstan","Inflow","non-commercial",943.5
"2016-04-30","2016",4,"April","Kyrgyzstan","Inflow","non-commercial",55.41
"2016-04-30","2016",4,"April","Japan","Inflow","non-commercial",39.34
"2016-04-30","2016",4,"April","United Kingdom of Great Britain and Northern Ireland","Inflow","non-commercial",614.27
"2016-04-30","2016",4,"April","Isle of Man","Inflow","non-commercial",0.3
"2016-04-30","2016",4,"April","Monaco","Inflow","non-commercial",9.33
"2016-04-30","2016",4,"April","Netherlands","Inflow","non-commercial",277.31
"2016-04-30","2016",4,"April","Sweden","Inflow","non-commercial",288.87
"2016-04-30","2016",4,"April","Switzerland","Inflow","non-commercial",333.72
"2016-04-30","2016",4,"April","Czechia","Inflow","non-commercial",163.42
"2016-04-30","2016",4,"April","China","Inflow","non-commercial",86.13
"2016-04-30","2016",4,"April","Portugal","Inflow","non-commercial",21.8
"2016-04-30","2016",4,"April","Russian Federation","Inflow","non-commercial",57252.2
"2016-04-30","2016",4,"April","Saudi Arabia","Inflow","non-commercial",53.62
"2016-04-30","2016",4,"April","Singapore","Inflow","non-commercial",17.35
"2016-04-30","2016",4,"April","Georgia","Inflow","non-commercial",771.86
"2016-04-30","2016",4,"April","Uzbekistan","Inflow","non-commercial",194.21
"2016-04-30","2016",4,"April","Ukraine","Inflow","non-commercial",727.45
"2016-04-30","2016",4,"April","Qatar","Inflow","non-commercial",52.02
"2016-04-30","2016",4,"April","Kuwait","Inflow","non-commercial",92.68
"2016-04-30","2016",4,"April","France","Inflow","non-commercial",1526.05
"2016-04-30","2016",4,"April","Others","Inflow","non-commercial",919.5899999999965
"2016-04-30","2016",4,"April","Total","Inflow","non-commercial",81781.25
"2016-04-30","2016",4,"April","Australia","Outflow","non-commercial",4.9
"2016-04-30","2016",4,"April","Austria","Outflow","non-commercial",53.03
"2016-04-30","2016",4,"April","United Arab Emirates","Outflow","non-commercial",229.49
"2016-04-30","2016",4,"April","USA","Outflow","non-commercial",804
"2016-04-30","2016",4,"April","Belgium","Outflow","non-commercial",46.98
"2016-04-30","2016",4,"April","Belarus","Outflow","non-commercial",115.29
"2016-04-30","2016",4,"April","Bulgaria","Outflow","non-commercial",82.94
"2016-04-30","2016",4,"April","Germany","Outflow","non-commercial",329.54
"2016-04-30","2016",4,"April","Denmark","Outflow","non-commercial",0.24
"2016-04-30","2016",4,"April","Egypt","Outflow","non-commercial",3.45
"2016-04-30","2016",4,"April","Turkey","Outflow","non-commercial",78.66
"2016-04-30","2016",4,"April","Israel","Outflow","non-commercial",27.17
"2016-04-30","2016",4,"April","Spain","Outflow","non-commercial",306.59
"2016-04-30","2016",4,"April","Ireland","Outflow","non-commercial",1.2
"2016-04-30","2016",4,"April","Italy","Outflow","non-commercial",110.31
"2016-04-30","2016",4,"April","Iran","Outflow","non-commercial",27.2
"2016-04-30","2016",4,"April","Poland","Outflow","non-commercial",93.43
"2016-04-30","2016",4,"April","Latvia","Outflow","non-commercial",41.27
"2016-04-30","2016",4,"April","Luxembourg","Outflow","non-commercial",0
"2016-04-30","2016",4,"April","Lebanon","Outflow","non-commercial",14.52
"2016-04-30","2016",4,"April","Liechtenstein","Outflow","non-commercial",0
"2016-04-30","2016",4,"April","Lithuania","Outflow","non-commercial",26.73
"2016-04-30","2016",4,"April","Canada","Outflow","non-commercial",161.43
"2016-04-30","2016",4,"April","Korea","Outflow","non-commercial",9.17
"2016-04-30","2016",4,"April","Cyprus","Outflow","non-commercial",38.33
"2016-04-30","2016",4,"April","Hong Kong","Outflow","non-commercial",114.44
"2016-04-30","2016",4,"April","Jordan","Outflow","non-commercial",8.18
"2016-04-30","2016",4,"April","Greece","Outflow","non-commercial",128.29
"2016-04-30","2016",4,"April","India","Outflow","non-commercial",19.71
"2016-04-30","2016",4,"April","Kazakhstan","Outflow","non-commercial",281.13
"2016-04-30","2016",4,"April","Kyrgyzstan","Outflow","non-commercial",22.24
"2016-04-30","2016",4,"April","Japan","Outflow","non-commercial",78.29
"2016-04-30","2016",4,"April","United Kingdom of Great Britain and Northern Ireland","Outflow","non-commercial",212.97
"2016-04-30","2016",4,"April","Isle of Man","Outflow","non-commercial",0
"2016-04-30","2016",4,"April","Monaco","Outflow","non-commercial",1.92
"2016-04-30","2016",4,"April","Netherlands","Outflow","non-commercial",91.54
"2016-04-30","2016",4,"April","Sweden","Outflow","non-commercial",15.33
"2016-04-30","2016",4,"April","Switzerland","Outflow","non-commercial",76.69
"2016-04-30","2016",4,"April","Czechia","Outflow","non-commercial",130.79
"2016-04-30","2016",4,"April","China","Outflow","non-commercial",550.16
"2016-04-30","2016",4,"April","Portugal","Outflow","non-commercial",28.14
"2016-04-30","2016",4,"April","Russian Federation","Outflow","non-commercial",18077.96
"2016-04-30","2016",4,"April","Saudi Arabia","Outflow","non-commercial",0
"2016-04-30","2016",4,"April","Singapore","Outflow","non-commercial",0.31
"2016-04-30","2016",4,"April","Georgia","Outflow","non-commercial",674.35
"2016-04-30","2016",4,"April","Uzbekistan","Outflow","non-commercial",44.45
"2016-04-30","2016",4,"April","Ukraine","Outflow","non-commercial",623.41
"2016-04-30","2016",4,"April","Qatar","Outflow","non-commercial",1
"2016-04-30","2016",4,"April","Kuwait","Outflow","non-commercial",1
"2016-04-30","2016",4,"April","France","Outflow","non-commercial",430.91
"2016-04-30","2016",4,"April","Others","Outflow","non-commercial",307.40000000000146
"2016-04-30","2016",4,"April","Total","Outflow","non-commercial",24526.48
"2016-04-30","2016",4,"April","Australia","Net inflow","non-commercial",90.99
"2016-04-30","2016",4,"April","Austria","Net inflow","non-commercial",236.33
"2016-04-30","2016",4,"April","United Arab Emirates","Net inflow","non-commercial",238.08999999999997
"2016-04-30","2016",4,"April","USA","Net inflow","non-commercial",9803.04
"2016-04-30","2016",4,"April","Belgium","Net inflow","non-commercial",580.59
"2016-04-30","2016",4,"April","Belarus","Net inflow","non-commercial",58.499999999999986
"2016-04-30","2016",4,"April","Bulgaria","Net inflow","non-commercial",-31.689999999999998
"2016-04-30","2016",4,"April","Germany","Net inflow","non-commercial",1638.42
"2016-04-30","2016",4,"April","Denmark","Net inflow","non-commercial",104.57000000000001
"2016-04-30","2016",4,"April","Egypt","Net inflow","non-commercial",10.379999999999999
"2016-04-30","2016",4,"April","Turkey","Net inflow","non-commercial",7.689999999999998
"2016-04-30","2016",4,"April","Israel","Net inflow","non-commercial",317.94
"2016-04-30","2016",4,"April","Spain","Net inflow","non-commercial",359.79
"2016-04-30","2016",4,"April","Ireland","Net inflow","non-commercial",31.38
"2016-04-30","2016",4,"April","Italy","Net inflow","non-commercial",52.329999999999984
"2016-04-30","2016",4,"April","Iran","Net inflow","non-commercial",31.31
"2016-04-30","2016",4,"April","Poland","Net inflow","non-commercial",117.91999999999999
"2016-04-30","2016",4,"April","Latvia","Net inflow","non-commercial",125.88999999999999
"2016-04-30","2016",4,"April","Luxembourg","Net inflow","non-commercial",11.56
"2016-04-30","2016",4,"April","Lebanon","Net inflow","non-commercial",141.09
"2016-04-30","2016",4,"April","Liechtenstein","Net inflow","non-commercial",1.09
"2016-04-30","2016",4,"April","Lithuania","Net inflow","non-commercial",15.120000000000001
"2016-04-30","2016",4,"April","Canada","Net inflow","non-commercial",179.01999999999998
"2016-04-30","2016",4,"April","Korea","Net inflow","non-commercial",23.36
"2016-04-30","2016",4,"April","Cyprus","Net inflow","non-commercial",78.12
"2016-04-30","2016",4,"April","Hong Kong","Net inflow","non-commercial",-77.44999999999999
"2016-04-30","2016",4,"April","Jordan","Net inflow","non-commercial",46.78
"2016-04-30","2016",4,"April","Greece","Net inflow","non-commercial",222.98
"2016-04-30","2016",4,"April","India","Net inflow","non-commercial",49.190000000000005
"2016-04-30","2016",4,"April","Kazakhstan","Net inflow","non-commercial",662.37
